taxon,evc.class.code
Sideritis pusilla subsp. alhamillensis,ROS
Sideritis pusilla subsp. granatensis,ROS
Sideritis pusilla subsp. pusilla,ROS
Sideritis reverchonii,ROS
Sideritis romana,TRA
Sideritis scardica,SES
Sideritis sericea,ROS
Sideritis serrata,ROS
Sideritis sipylea,DAP
Sideritis soluta,CAN
Sideritis spicata,OLE
Sideritis spinulosa,ROS
Sideritis stachydioides,ASP
Sideritis subspinosa,ONO
Sideritis sventenii,CAN
Sideritis syriaca,FES
Sideritis taurica,DRY
Sideritis tragoriganum subsp. funkiana,ROS
Sideritis tragoriganum subsp. mugronensis,ROS
Sideritis tragoriganum subsp. tragoriganum,ROS
Sideroxylon canariensis,OLE
Sideroxylon marginata,OLE
Sideroxylon mirmulans,LAU+OLE
Silaum silaus,MOL
Silene acaulis subsp. acaulis,KOB
Silene acaulis subsp. exscapa,TRI
Silene adelphiae,CRI
Silene aellenii,TUB
Silene almolae,TRA
Silene altaica,FES
Silene ammophila,AMM
Silene andryalifolia,ASP
Silene angustifolia subsp. reiseri,CRI
Silene antri-jovis,ASP
Silene astrachanica,FES
Silene auriculata,ASP
Silene baccifera,EPI+POP
Silene barbeyana,ASP
Silene baschkirorum,FES+PYR
Silene bellidifolia,TRA
Silene berthelotiana,AEO
Silene borderei,ASP
Silene boryi,IND
Silene borysthenica,COR+PYR
Silene bourgeaui,AEO
Silene bupleuroides subsp. bupleuroides,FES
Silene bupleuroides subsp. staticifolia,SES
Silene caesia,THL
Silene cambessedesii,TRA
Silene campanula,ASP
Silene cephallenia subsp. cephallenia,ASP
Silene cephallenia subsp. epirotica,ASP
Silene cerastoides,TRA
Silene chersonensis,FES
Silene chlorantha,COR+PYR
Silene chlorifolia,QUI
Silene ciliata,IND+LOI
Silene cintrana,CRI
Silene colorata subsp. colorata,TRA+TUB
Silene colpophylla,FES
Silene congesta,ASP
Silene conglomeratica,ASP
Silene conica,CRU+DRY+SED+TRA
Silene conoidea,CHE
Silene cordifolia,ASP
Silene corinthiaca,ROS
Silene coutinhoi,GER
Silene cretacea,FES
Silene cretica,ROS
Silene csereii,DRY
Silene cyri,FES
Silene cythnia,ASP
Silene damboldtiana,FES
Silene decipiens,CHE
Silene densiflora,FES
Silene dichotoma,CHE+FES+TUB
Silene diclinis,FES
Silene dinarica,ASP
Silene dioica var. dioica,EPI+MOL+MUL
Silene dioica var. zetlandica,JUN
Silene dirphya,ASP
Silene discolor,AMM
Silene disticha,CHE
Silene donetzica,GER
Silene echinosperma,ASP
Silene elisabethae,ASP
Silene euxina,AMM
Silene exaltata,CHE+TRA
Silene fabaria,CRI
Silene fabarioides,TUB
Silene fernandezii,PHA
Silene flavescens subsp. dictaea,DAP
Silene flavescens subsp. flavescens,ASP
Silene flavescens subsp. thessalonica,ASP
Silene foetida subsp. foetida,THL
Silene foetida subsp. gayana,THL
Silene frivaldszkyana,TUB
Silene fruticosa,ASP
Silene fuscata,CHE
Silene gaditana,TUB
Silene gallica,CHE+TRA
Silene gallinyi,TUB
Silene gazulensis,ASP
Silene germana,TRA
Silene gigantea,ASP
Silene goulimyi,ASP
Silene gracilis,CHE+TUB
Silene graeca,LYG
Silene hausknechtii,THL
Silene hayekiana,ASP
Silene heldreichii,THL
Silene hellmannii,COR
Silene heuffelii,FAG
Silene hifacensis,ASP
Silene ichnusae?,CRI
Silene inaperta subsp. inaperta,THL
Silene inaperta subsp. serpentinicola,TUB
Silene insularis,THL
Silene integripetala subsp. greuteri,THL
Silene integripetala subsp. integripetala,THL
Silene involucrata,SAX
Silene ionica,ASP
Silene italica subsp. italica,GER+PUB
Silene jailensis,ASP
Silene kubanensis,ASP
Silene laconica,ROS
Silene lagunensis,AEO
Silene latifolia subsp. alba,ART+GER
Silene latifolia subsp. latifolia,GER
Silene laxipruinosa,ASP
Silene legionensis,IND
Silene linicola,PAR
Silene linoides,ASP
Silene littorea subsp. adscendens,TRA
Silene littorea subsp. littorea,TUB
Silene lituanica,COR
Silene longicilia,ASP
Silene longipetala,CHE
Silene lydia,TUB
Silene macrodonta,AMM
Silene mariana,TUB
Silene marizii,PHA
Silene marschallii,ASP
Silene media,COR
Silene mellifera,GER+ONO
Silene melzheimeri,DAP
Silene micropetala,TUB
Silene mollissima,ASP
Silene montserratii subsp. crassifolia,ASP
Silene multicaulis subsp. multicaulis,DAP+THL
Silene multicaulis subsp. sporadum,DAP
Silene multiflora,FEP+MOL
Silene muscipula,CHE
Silene neglecta,TRA
Silene nemoralis,GER
Silene niceensis,TRA
Silene niederi,ASP
Silene nocteolens,SUP
Silene noctiflora,CHE
Silene nocturna,CHE+TRA
Silene nodulosa,GEN
Silene nutans subsp. dubia,ASP
Silene nutans subsp. insubrica,GER
Silene nutans subsp. nutans,BRA+GER
Silene obtusifolia,CRI
Silene oligantha subsp. oligantha,DAP
Silene oligantha subsp. pseudoradicosa,THL
Silene oropediorum,TRA
Silene orphanidis,ASP
Silene otites subsp. hungarica,FES
Silene otites subsp. otites,FES
Silene otites subsp. pseudotites,FES
Silene paeoniensis,ASP
Silene paradoxa,FES+LAV+PUB
Silene parnassica subsp. dionysii,DAP
Silene parnassica subsp. parnassica,ASP
Silene parnassica subsp. pindicola,DAP
Silene parnassica subsp. vourinensis,ASP
Silene paucifolia,KOB+LOI
Silene pendula,CHE
Silene pentelica,THL
Silene petrarchae,ONO
Silene pinetorum,THL
Silene pogonocalyx,AEO
Silene portensis,TUB
Silene prostrata,THL
Silene psammitis subsp. lasiostyla,TUB
Silene psammitis subsp. psammitis,TUB
Silene pseudoatocion,TRA
Silene radicosa,TRI
Silene ramosissima,TUB
Silene reichenbachii,ASP
Silene reinholdii,ASP
Silene roemeri subp. roemeri,TRI
Silene roemeri subsp. macrocarpa,TRI
Silene rubella subsp. rubella,CHE
Silene rubella subsp. segetalis,CHE
Silene ruprechtii,ASP
Silene sabinosae,AEO
Silene samothracica,THL
Silene sangaria,AMM
Silene saxifraga subsp. lojaconoi,ASP
Silene saxifraga subsp. saxifraga,ASP+SES
Silene scabriflora subsp. megacalycina,TUB
Silene scabriflora subsp. scabriflora,TUB
Silene scabriflora subsp. tuberculata,CHE
Silene schmuckeri,ASP
Silene sclerocarpa,TUB
Silene secundiflora,TRA
Silene sedoides,CRI+SAG
Silene sendtneri subsp. balcanica,TRI
Silene sendtneri subsp. sendtneri,MOL+SES
Silene sennenii,ART
Silene sieberi,ASP+ROS
Silene skorpilii,TUB
Silene sorensenis,SAX
Silene spergulifolia,FES
Silene spinescens,ASP
Silene squamigera,TRA
Silene stockenii,TUB
Silene stricta,CHE
Silene succulenta subsp. corsica,AMM
Silene succulenta subsp. succulenta,AMM
Silene supina,FES
Silene syreistschikowii,FES
Silene sytnikii,SED
Silene tatarica,THL
Silene thymifolia,CRU
Silene tomentosa,ASP
Silene tridentata,CHE
Silene tyrrhenia,CRI
Silene ungeri,MOL
Silene uniflora subsp. petraea,SED
Silene uniflora subsp. thorei,COR
Silene uniflora subsp. uniflora,AMM
Silene uralensis,KOB
Silene vallesia subsp. graminea,TRI
Silene vallesia subsp. vallesia,TRI
Silene variegata,THL
Silene velebitica,FES
Silene velutina?,CRI
Silene velutinoides,ASP
Silene viridiflora,PUB
Silene viscariopsis,TUB
Silene viscosa,COR+FEP
Silene vulgaris subsp. aetnensis,RUM
Silene vulgaris subsp. commutata,GER+MUL
Silene vulgaris subsp. glareosa,MOL+THL
Silene vulgaris subsp. prostrata,THL
Silene vulgaris subsp. suffrutescens,ASP
Silene vulgaris subsp. vulgaris,ART
Silene wahlbergella,HER
Silene waldsteinii,TRI
Silene wolgensis,FES
Silene X montistellensis,PHA
Silene zawadzkii,ASP
Silybum eburneum,ART
Silybum marianum,ART
Silybum X gonzaloi,ART
Simethis planifolia,ULI
Sinapidendron angustifolium,AEO
Sinapidendron frutescens,AEO
Sinapidendron gymnocalyx,AEO
Sinapidendron rupestre,AEO
Sinapidendron sempervivifolium,AEO
Sinapis alba subsp. alba,PAR+SIS
Sinapis alba subsp. dissecta,CHE
Sinapis arvensis,PAR+SIS
Sinapis flexuosa,CHE
Sinapis pubescens,ART
Sison amomum,EPI
Sisymbrella aspera,ISO
Sisymbrium altissimum,SIS
Sisymbrium austriacum subsp. austriacum,SIS
Sisymbrium austriacum subsp. contortum,CHE
Sisymbrium austriacum subsp. hispanicum,CHE
Sisymbrium crassifolium,CHE
Sisymbrium erysimoides,SIS
Sisymbrium irio,SIS
Sisymbrium loeselii,SIS
Sisymbrium macroloma,EPI
Sisymbrium officinale,SIS
Sisymbrium orientale,SIS
Sisymbrium polyceratium,CHE
Sisymbrium runcinatum,CHE
Sisymbrium strictissimum,EPI
Sisymbrium supinum,SED
Sisymbrium volgense,SIS
Sisyrinchium montanum,MOL
Sium latifolium,PHR
Smilax aspera,LAU+QUI
Smilax azorica,AZO
Smilax canariensis,LAU
Smilax excelsa,PUB
Smyrnium olusatrum,CHE+EPI
Smyrnium perfoliatum subsp. perfoliatum,EPI
Smyrnium perfoliatum subsp. rotundifolium,CHE
Sobolewskia sibirica,DRY
Solanum alatum,SIS
Solanum americanum,SIS
Solanum carolinense,SIS
Solanum chenopodioides,SIS
Solanum decipiens,SIS
Solanum dulcamara,PHR+POP
Solanum herculeum,SIS
Solanum lidii,OLE
Solanum linnaeanum,PEG
Solanum luteum,SIS
Solanum lycopersicum,BID
Solanum mauritianum,EPI
Solanum nava,LAU
Solanum nigrum,PAR+SIS
Solanum patens,LAU
Solanum physalifolium var. nitidibaccatum,SIS
Solanum rostratum,SIS
Solanum sarrachoides,SIS
Solanum trisectum,LAU
Solanum tuberosum,SIS
Solanum vespertilio,OLE
Solanum villosum,SIS
Soldanella alpina subsp. alpina,SES+THL+TRI
Soldanella alpina subsp. cantabrica,SES
Soldanella austriaca,THL
Soldanella calabra,MON
Soldanella carpatica,HER
Soldanella chrysosticta subsp. pelia,FAG
Soldanella hungarica,TRI
Soldanella major,PIC
Soldanella minima subsp. minima,THL
Soldanella minima subsp. samnitica,ASP
Soldanella montana,PIC
Soldanella pusilla,HER
Soldanella villosa,MON
Soleirolia soleirolii,ADI
Solenanthus apenninus,EPI
Solenanthus biebersteinii,FAG
Solenopsis balearica,POD
Solenopsis laurentia,ISO
Solenopsis minuta,ISO
Solenostoma obovatum,MON
Solidago canadensis,ART+EPI
Solidago gigantea,EPI
Solidago rugosa,MOL
Solidago sempervirens,JUN
Solidago virgaurea subsp. fallit-tirones,THL
Solidago virgaurea subsp. minuta,NAR+TRI
Solidago virgaurea subsp. rupicola,JUN+ULI
Solidago virgaurea subsp. virgaurea,BRA+GER+RHA
Soliva stolonifera,POL
Solorina crocea,HER
Solorina saccata,FES
Sonchus acaulis,AEO
Sonchus aquatilis,MOL
Sonchus arboreus,KLE
Sonchus arvensis subsp. arvensis,ART
Sonchus arvensis subsp. uliginosus,EPI
Sonchus asper subsp. asper,PAR+SIS
Sonchus asper subsp. glaucescens,CHE
Sonchus bornmuelleri,AEO
Sonchus brachylobus,AEO
Sonchus bulbosus,AMM
Sonchus bupleuroides,AEO
Sonchus canariensis,KLE
Sonchus capillaris,AEO+KLE
Sonchus congestus,LAU+OLE
Sonchus crassifolius,CRI
Sonchus fauces-orci,AEO
Sonchus fruticosus,LAU
Sonchus gandogeri,OLE
Sonchus gonzalezpadronii,AEO
Sonchus gummifer,AEO
Sonchus hierrensis,OLE
Sonchus leptocephalus,KLE
Sonchus maritimus,JUN
Sonchus microcarpus,KLE
Sonchus oleraceus,PAR+SIS
Sonchus palmensis,OLE
Sonchus palustris,EPI+POP
Sonchus pendulus,AEO
Sonchus pinnatus,OLE
Sonchus platylepis,AEO
Sonchus radicatus,AEO
Sonchus tectifolius,AEO
Sonchus tenerrimus,CHE+CYM
Sonchus tuberifer,OLE
Sonchus ustulatus subsp. maderensis,AEO+CRI
Sonchus ustulatus subsp. ustulatus,OLE
Sonchus webbii,LAU
Sonchus wildpretii,OLE
Sophora jaubertii,PUB
Sorbaria sorbifolia,RHA
Sorbus algoviensis,VIR
Sorbus aria,FAG+PUB
Sorbus aucuparia subsp. aucuparia,BRA+LON+RHA
Sorbus aucuparia subsp. glabrata,ASA+MUG+PIC+RHA
Sorbus aucuparia subsp. maderensis,LAU
Sorbus austriaca subsp. austriaca,FAG
Sorbus chamaemespilus,ERI+MUG+MUL+PIC
Sorbus danubialis,PUB
Sorbus doerriana,VIR
Sorbus domestica,PUB
Sorbus graeca,PUB+RHA
Sorbus intermedia,PUB
Sorbus latifolia,PUB
Sorbus meinichii,RHA
Sorbus mougeotii,MUL
Sorbus obtusifolia,RHA
Sorbus pannonica,PUB
Sorbus sudetica,PIC
Sorbus taurica,PUB
Sorbus torminalis,PUB
Sorghum halepense,DIG
Southbya tophacea,ADI
Sparganium angustifolium,LIT
Sparganium emersum,PHR
Sparganium erectum subsp. erectum,PHR
Sparganium erectum subsp. microcarpum,PHR
Sparganium erectum subsp. oocarpum,PHR
Sparganium hyperboreum,LIT
Sparganium natans,LIT
Sparganium neglectum,PHR
Spartium junceum,CYT
Spartocytisus filipes,OLE
Spartocytisus supranubius,SUP
Spergula arvensis,PAR
Spergula morisonii,COR+TUB
Spergula pentandra,CHE+SED
Spergula viscosa,SED+THL
Spergularia australis,CRI
Spergularia azorica,CRI+JUN
Spergularia bocconei,CHE+SAG
Spergularia capillacea,MOL
Spergularia diandra,SAG+TRA
Spergularia echinosperma,ISO
Spergularia heldreichii,SAG
Spergularia macrorrhiza,CRI+SAG
Spergularia media,CRY+FEP+JUN
Spergularia nicaeensis,CHE
Spergularia purpurea,CHE+POL
Spergularia rubra var. rubra,ISO+POL
Spergularia rupicola,CRI
Spergularia salina,CRY+JUN+SAG
Spergularia segetalis,CHE+ISO
Sphaerophorus globosus,COC+LOI
Sphagnum affine,OXY
Sphagnum angermanicum,SCH
Sphagnum angustifolium,OXY
Sphagnum auriculatum,SCH
Sphagnum austinii,OXY
Sphagnum balticum,OXY
Sphagnum capillifolium,OXY+PIC+SCH
Sphagnum centrale,SCH
Sphagnum compactum,OXY
Sphagnum contortum,SCH
Sphagnum cuspidatum,OXY+SCH
Sphagnum fallax,ALN+SCH
Sphagnum fimbriatum,ALN+SCH
Sphagnum flexuosum,SCH
Sphagnum fuscum,OXY
Sphagnum inundatum,SCH
Sphagnum lindbergii,SCH
Sphagnum magellanicum,OXY
Sphagnum majus subsp. majus,SCH
Sphagnum majus subsp. norvegicum,SCH
Sphagnum molle,OXY+SCH
Sphagnum obtusum,SCH
Sphagnum palustre,ALN+SCH
Sphagnum papillosum,OXY+SCH
Sphagnum platyphyllum,SCH
Sphagnum pulchrum,OXY+SCH
Sphagnum pylaesii,OXY+SCH
Sphagnum riparium,PIC+SCH
Sphagnum rubellum,OXY
Sphagnum russowii,OXY+PIC+SCH
Sphagnum squarrosum,ALN+SCH
Sphagnum strictum,OXY
Sphagnum subfulvum,SCH
Sphagnum subnitens,SCH
Sphagnum subsecundum,SCH
Sphagnum tenellum,OXY
Sphagnum teres,SCH
Sphagnum warnstorfii,SCH
Sphenopus divaricatus,SAG
Spiraea alba,RHA
Spiraea cana,ASP
Spiraea chamaedryfolia subsp. chamaedryfolia,FAG+MUL+RHA
Spiraea chamaedryfolia subsp. ulmifolia,RHA
Spiraea crenata,RHA
Spiraea decumbens subsp. decumbens,ASP
Spiraea decumbens subsp. hacquetii,ASP
Spiraea decumbens subsp. tomentosa,ASP
Spiraea hypericifolia subsp. obovata,RHA
Spiraea japonica,ROB
Spiraea media subsp. media,RHA
Spiraea media subsp. polonica,RHA
Spiraea salicifolia,POP
Spiraea X billardii,ROB
Spiranthes aestivalis,SCH
Spiranthes sinensis,SCH
Spiranthes spiralis,FES
Spirobassia hirsuta,FEP+THE
Spirodela polyrhiza,LEM
Sporobolus aculeatus,CRY
Sporobolus alopecuroides,ISO
Sporobolus alterniflorus,SPA
Sporobolus anglicus,SPA
Sporobolus indicus,MOL
Sporobolus maritimus,SPA
Sporobolus montevidensis,SPA
Sporobolus neglectus,COR
Sporobolus pungens,AMM
Sporobolus schoenoides,CRY+ISO
Sporobolus versicolor,SPA
Sporobolus X townsendii,SPA
Stachys albanica,SES
Stachys alpina,EPI
Stachys angustifolia,DRY+FES+LAV+SED
Stachys annua,PAR
Stachys arvensis,PAR
Stachys atherocalyx,FES
Stachys brachyclada,ASP
Stachys byzantina,ART
Stachys canescens,ASP
Stachys circinata,CHE+CYM
Stachys corsica,GEN
Stachys cretica subsp. cretica,ART
Stachys cretica subsp. salviifolia,ROS
Stachys cretica subsp. smyrnaea,QUI
Stachys germanica subsp. cordigera,GER
Stachys germanica subsp. germanica,ART+OLE
Stachys germanica subsp. heldreichii,DAP
Stachys heraclea,GER
Stachys ionica,CYM
Stachys leucoglossa,PUB
Stachys maritima,AMM
Stachys ocymastrum,CHE
Stachys palustris,MOL+PHR
Stachys recta subsp. baldaccii,SED
Stachys recta subsp. labiosa,FES
Stachys recta subsp. recta,FES+GER
Stachys recta subsp. subcrenata,FES
Stachys serbica,FES
Stachys spinosa,CRU+ROS
Stachys spreitzenhoferi,ASP
Stachys sylvatica,ASA+EPI+FAG+POP
Staehelina baetica,LAV
Staehelina dubia,ROS
Staehelina petiolata,ASP
Staehelina uniflosculosa,PUB
Staphylea colchica,PUB
Staphylea pinnata,FAG
Stauracanthus boivinii,ULI
Stauracanthus genistoides,LAV
Stauracanthus spectabilis,LAV+ULI
Stefanoffia daucoides,FES
Stegnogramma pozoi,LAU+POP
Stegonia latifolia,SAX
Stellaria alsine,ISO+MON
Stellaria apetala,CHE+EPI
Stellaria aquatica,EPI+POP
Stellaria borealis,MUL
Stellaria bungeana,ASA
Stellaria crassipes,COC+HER
Stellaria cupaniana,CHE
Stellaria graminea,MOL+NAR
Stellaria holostea,FAG
Stellaria humifusa,JUN
Stellaria longifolia,PIC
Stellaria media,PAR+SIS
Stellaria montana,FAG+POP
Stellaria neglecta,CHE+EPI
Stellaria nemorum,FAG+MUL+POP
Stellaria palustris,PHR
Stereocaulon paschale,LOI+PIC
Sternbergia colchiciflora,FES
Sternbergia lutea,FES
Steveniella satyrioides,ERI+PUB
Sticta arctica,PAP
Stipa adoxa,FES
Stipa anomala,PYR
Stipa apertifolia,LYG
Stipa asperella,FES
Stipa barbata,LYG
Stipa borysthenica,COR+PYR
Stipa bufensis,LYG
Stipa capensis,TRA
Stipa capillata,FES
Stipa cazorlensis,LYG
Stipa clausa,LYG+SAC
Stipa danubialis,FES
Stipa dasyphylla,FES
Stipa donetzica,FES
Stipa eriocaulis subsp. austriaca,FES
Stipa eriocaulis subsp. dvorakii,FES
Stipa eriocaulis subsp. eriocaulis,FES+ONO
Stipa eriocaulis subsp. lithophila,FES+SED
Stipa eriocaulis subsp. lutetiana,FES
Stipa fallacina,FES
Stipa iberica subsp. austroiberica,LYG
Stipa iberica subsp. iberica,LYG
Stipa juncea,LYG
Stipa korshinskyi,FES
Stipa lagascae,LYG
Stipa lessingiana subsp. brauneri,FES
Stipa lessingiana subsp. lessingiana,FES
Stipa maeotica,FES
Stipa majalis,FES
Stipa maroccana,LYG
Stipa martinovskii,FES
Stipa novakii,SED
Stipa offneri,LYG
Stipa oreades,SED
Stipa parviflora,LYG
Stipa pauneroana,LYG
Stipa pennata subsp. pennata,FES
Stipa poetica,FES
Stipa pulcherrima subsp. bavarica,FES
Stipa pulcherrima subsp. epilosa,FES
Stipa pulcherrima subsp. glabrinoda,FES
Stipa pulcherrima subsp. pulcherrima,FES
Stipa sareptana,FES
Stipa styriaca,FES
Stipa syreistschikowii,FES
Stipa tirsa,FES
Stipa transcarpatica,FES
Stipa ucrainica,FES
Stipa zalesskii,FES
Stipagrostis karelinii,LER
Stoibrax dichotomum,TUB
Straminergon stramineum,SCH
Stratiodes aloides,LEM
Streptopus amplexifolius,MUL+VIR
Stuckenia filiformis subsp. alpina,POT
Stuckenia filiformis subsp. filiformis,POT
Stuckenia pectinata,POT
Styrax officinalis,PUB
Suaeda acuminata,THE
Suaeda albescens,THE
Suaeda confusa,FEP
Suaeda dendroides,KAL
Suaeda heterophylla,FEP
Suaeda ifniensis,PEG
Suaeda kossinskyi,THE
Suaeda maritima,FEP+THE
Suaeda palaestina,PEG
Suaeda pannonica,FEP+THE
Suaeda pelagica,PEG
Suaeda physophora,KAL
Suaeda prostrata,THE
Suaeda salsa,FEP+THE
Suaeda spicata,THE
Suaeda splendens,THE
Suaeda vera,PEG+SAL
Suaeda vermiculata,PEG
Suaeda X genesiana,PEG
Subularia aquatica,LIT
Succisa pratensis,ALN+BRA+NAR+SCH
Succisella andreae-molinae,MOL
Succisella inflexa,MOL
Succowia balearica,CHE
Sulla capitata,CHE
Sulla coronaria,CHE
Sulla spinosissima,TRA
Sutera canariensis,ADI+AEO
Swertia perennis,MUL+SCH
Symphoricarpos albus,POP
Symphyoloma graveolens,LAM
Symphyotrichum ciliatum,ART
Symphyotrichum laeve,ART
Symphyotrichum lanceolatum,EPI
Symphyotrichum novae-angliae,EPI
Symphyotrichum novi-belgii,EPI
Symphyotrichum parviflorum,EPI
Symphyotrichum pilosum,EPI
Symphyotrichum salignum,EPI
Symphyotrichum squamatum,ART+LYG
Symphyotrichum versicolor,EPI
Symphytum asperum,EPI
Symphytum bulbosum,EPI+FAG+POP+PUB
Symphytum cordatum,FAG
Symphytum creticum,ASP
Symphytum grandiflorum,FAG
Symphytum officinale subsp. officinale,EPI+MOL
Symphytum officinale subsp. uliginosum,MOL
Symphytum tauricum,PUB
Symphytum tuberosum subsp. angustifolium,FAG
Symphytum tuberosum subsp. tuberosum,POP
Symphytum X uplandicum,EPI
Syntrichia calcicola,SED
Syntrichia ruralis var. ruraliformis,COR
Syntrichia ruralis var. ruralis,COR+SED
Syrenia montana,COR
Syrenia talijevii,FES
Syringa josikaea,FAG
Syringa vulgaris,PUB
Taeniatherum caput-medusae,CHE
Tamarix africana var. africana,NER
Tamarix africana var. fluminensis,NER
Tamarix arceuthoides,TAM
Tamarix boveana,NER
Tamarix canariensis,NER
Tamarix dalmatica,NER
Tamarix elongata,TAM
Tamarix gallica,NER+POP
Tamarix gracilis,CRU
Tamarix hampeana,NER
Tamarix hispida,TAM
Tamarix kotschyi,TAM
Tamarix laxa,TAM
Tamarix mascatensis,TAM
Tamarix meyeri,TAM
Tamarix octandra,TAM
Tamarix parviflora,NER
Tamarix pycnocarpa,TAM
Tamarix ramosisima,RHA+TAM
Tamarix smyrnensis,NER
Tamarix tetranda,NER
Tanacetum achilleifolium,FEP
Tanacetum annuum,CHE
Tanacetum audibertii,GEN
Tanacetum balsamita,ART
Tanacetum bipinnatum,ARC
Tanacetum cinerariifolium,FES
Tanacetum corymbosum subsp. corymbosum,GER+PUB
Tanacetum corymbosum subsp. subcorymbosum,FAG+MUL
Tanacetum ferulaceum,AEO
Tanacetum kittaryanum subsp. kittaryanum,FES
Tanacetum kittaryanum subsp. uralense,FES
Tanacetum macrophyllum,EPI
Tanacetum microphyllum,CHE
Tanacetum millefolium,FES
Tanacetum oshanahani,OLE
Tanacetum paczoskii,DRY
Tanacetum parthenium,ART
Tanacetum ptarmiciflorum,AEO
Tanacetum vulgare subsp. siculum,RUM
Tanacetum vulgare subsp. vulgare,ART
Taraxacum acromaurum,LOI
Taraxacum alpestre,MON
Taraxacum alpinum,THL
Taraxacum aquilonare,SES
Taraxacum aragonicum,ONO
Taraxacum bessarabicum,FEP
Taraxacum campylodes,MOL
Taraxacum ceratophorum,THL
Taraxacum confusum,HER
Taraxacum croceum,HER
Taraxacum cucullatum,MOL
Taraxacum cymbifolium,HER
Taraxacum delphicum,DAP
Taraxacum dissectum,TRI
Taraxacum fontanum,MON
Taraxacum gasparrinii,EPI
Taraxacum genargenteum,GEN
Taraxacum handelii,TRI
Taraxacum hoppeanum,FES
Taraxacum leucospermum,ASP
Taraxacum litardierei,GEN
Taraxacum obovatum,BUL
Taraxacum pacheri,THL
Taraxacum pyropappum,MOL
Taraxacum reichenbachii,TRI
Taraxacum sarcidanum,GEN
Taraxacum sardomontanum,GEN
Taraxacum schroeterianum,SCH
Taraxacum serotinum,FES
Taraxacum stevenii,HER+LAM
Targionia hypophylla,POD
Taxus baccata,FAG+LAU+PUB
Tayloria lingulata,SCH
Teesdalia coronopifolia,CHE+TUB
Teesdalia nudicaulis,COR+TUB
Teesdaliopsis conferta,IND
Telaranea azorica,AZO
Telekia speciosa,MOL+MUL+POP
Telephium imperati subsp. imperati,FES
Telephium imperati subsp. orientale,DAP
Telephium imperati subsp. pauciflorum,DAP
Teline canariensis,LAU+OLE
Teline linifolia,CYT
Teline maderensis,LAU
Teline microphylla,CAN
Teline monspessulana,CYT
Teline nervosa,OLE
Teline osyroides subsp. osyroides,OLE
Teline osyroides subsp. sericea,OLE
Teline pallida,AEO
Teline patens,QUI
Teline rosmarinifolia subsp. eurifolia,LAU
Teline rosmarinifolia subsp. rosmarinifolia,LAU+OLE
Teline salsoloides,KLE+OLE
