Code,Name,Status,Class,Family
MUL,Alchemilla lunaria ,,Eudicot,Rosaceae
ASP,Alchemilla macrochira,,Eudicot,Rosaceae
TRI,Alchemilla matreiensis ,,Eudicot,Rosaceae
MUL,Alchemilla maureri ,,Eudicot,Rosaceae
MOL,Alchemilla micans ,,Eudicot,Rosaceae
MOL,Alchemilla mollis*,,Eudicot,Rosaceae
MON,Alchemilla mollis*,,Eudicot,Rosaceae
MOL,Alchemilla monticola ,,Eudicot,Rosaceae
MOL,Alchemilla multidens ,,Eudicot,Rosaceae
SES,Alchemilla murisserica ,,Eudicot,Rosaceae
ASP,Alchemilla nietofelineri,,Eudicot,Rosaceae
HER,Alchemilla niphogeton ,,Eudicot,Rosaceae
SES,Alchemilla nitida ,,Eudicot,Rosaceae
MON,Alchemilla norica ,,Eudicot,Rosaceae
MOL,Alchemilla nydeggeriana ,,Eudicot,Rosaceae
MOL,Alchemilla obscura ,,Eudicot,Rosaceae
MOL,Alchemilla obtusa ,,Eudicot,Rosaceae
TRI,Alchemilla opaca ,,Eudicot,Rosaceae
MUL,Alchemilla othmarii ,,Eudicot,Rosaceae
SES,Alchemilla paicheana ,,Eudicot,Rosaceae
SES,Alchemilla pallens ,,Eudicot,Rosaceae
HER,Alchemilla pentaphyllea ,,Eudicot,Rosaceae
HER,Alchemilla pentaphylloides ,,Eudicot,Rosaceae
SES,Alchemilla petiolulans ,,Eudicot,Rosaceae
SES,Alchemilla petraea ,,Eudicot,Rosaceae
MON,Alchemilla philonotis ,,Eudicot,Rosaceae
SES,Alchemilla platygyria ,,Eudicot,Rosaceae
MOL,Alchemilla plicata ,,Eudicot,Rosaceae
MOL,Alchemilla propinqua ,,Eudicot,Rosaceae
MOL,Alchemilla racemulosa ,,Eudicot,Rosaceae
TRI,Alchemilla radiisecta ,,Eudicot,Rosaceae
MOL,Alchemilla reniformis ,,Eudicot,Rosaceae
LOI,Alchemilla rhododendrophila ,,Eudicot,Rosaceae
MOL,Alchemilla rubristipula ,,Eudicot,Rosaceae
SES,Alchemilla sabauda ,,Eudicot,Rosaceae
VIR,Alchemilla saliceti ,,Eudicot,Rosaceae
NAR,Alchemilla saxatilis*,,Eudicot,Rosaceae
TRI,Alchemilla saxatilis*,,Eudicot,Rosaceae
TRI,Alchemilla saxetana ,,Eudicot,Rosaceae
MOL,Alchemilla schmidelyana ,,Eudicot,Rosaceae
SES,Alchemilla semihirta ,,Eudicot,Rosaceae
HER,Alchemilla semisecta ,,Eudicot,Rosaceae
MOL,Alchemilla sericoneura ,,Eudicot,Rosaceae
ASP,Alchemilla serratisaxatilis,,Eudicot,Rosaceae
SES,Alchemilla sierrae,,Eudicot,Rosaceae
MOL,Alchemilla sinuata ,,Eudicot,Rosaceae
ASP,Alchemilla spathulata,,Eudicot,Rosaceae
MUL,Alchemilla speciosa ,A,Eudicot,Rosaceae
SES,Alchemilla splendens,,Eudicot,Rosaceae
SES,Alchemilla squarrosula ,,Eudicot,Rosaceae
MUL,Alchemilla stiriaca ,,Eudicot,Rosaceae
MON,Alchemilla straminea ,,Eudicot,Rosaceae
MOL,Alchemilla strigosula ,,Eudicot,Rosaceae
MOL,Alchemilla subcrenata* ,,Eudicot,Rosaceae
MUL,Alchemilla subcrenata* ,,Eudicot,Rosaceae
MOL,Alchemilla subglobosa ,,Eudicot,Rosaceae
HER,Alchemilla subsericea*,,Eudicot,Rosaceae
LOI,Alchemilla subsericea*,,Eudicot,Rosaceae
ASP,Alchemilla tenerrima,,Eudicot,Rosaceae
MOL,Alchemilla tenuis ,,Eudicot,Rosaceae
MOL,Alchemilla tirolensis ,,Eudicot,Rosaceae
LOI,Alchemilla transiens*,,Eudicot,Rosaceae
TRI,Alchemilla transiens*,,Eudicot,Rosaceae
HER,Alchemilla trullata ,,Eudicot,Rosaceae
VIR,Alchemilla trunciloba ,,Eudicot,Rosaceae
MOL,Alchemilla undulata ,,Eudicot,Rosaceae
ASP,Alchemilla vaccariana ,,Eudicot,Rosaceae
SES,Alchemilla velebitica ,,Eudicot,Rosaceae
SES,Alchemilla venosula ,,Eudicot,Rosaceae
MUL,Alchemilla versipila ,,Eudicot,Rosaceae
SES,Alchemilla vetteri ,,Eudicot,Rosaceae
SES,Alchemilla westermaieri ,,Eudicot,Rosaceae
NAR,Alchemilla wichurae ,,Eudicot,Rosaceae
MOL,Alchemilla xanthochlora,,Eudicot,Rosaceae
LIT,Aldrovanda vesiculosa ,,Eudicot,Droseraceae
COC,Alectoria ochroleuca* ,,Lichen,Parmeliaceae
LOI,Alectoria ochroleuca* ,,Lichen,Parmeliaceae
LER,Alhagi maurorum*,,Eudicot,Fabaceae
TAM,Alhagi maurorum*,,Eudicot,Fabaceae
PHR,Alisma gramineum ,,Monocotyl,Alismataceae
PHR,Alisma lanceolatum ,,Monocotyl,Alismataceae
PHR,Alisma plantago-aquatica ,,Monocotyl,Alismataceae
LAV,Alkanna stribrnyi,,Eudicot,Boraginaceae
COR,Alkanna tinctoria ,,Eudicot,Boraginaceae
EPI,Alkekengi officinarum*,A,Eudicot,Solanaceae
ROB,Alkekengi officinarum*,,Eudicot,Solanaceae
AEO,Allagopappus canariensis*,,Eudicot,Asteraceae
KLE,Allagopappus canariensis*,,Eudicot,Asteraceae
EPI,Alliaria petiolata*,,Eudicot,Brassicaceae
FAG,Alliaria petiolata*,,Eudicot,Brassicaceae
POP,Alliaria petiolata*,,Eudicot,Brassicaceae
TRA,Allium acutiflorum ,,Monocotyl,Amaryllidaceae
MOL,Allium angulosum ,,Monocotyl,Amaryllidaceae
POD,Allium antonii-bolosii,,Monocotyl,Amaryllidaceae
FES,Allium atropurpureum ,,Monocotyl,Amaryllidaceae
LYG,Allium baeticum ,,Monocotyl,Amaryllidaceae
ASP,Allium bourgeaui,,Monocotyl,Amaryllidaceae
FAG,Allium bulgaricum ,,Monocotyl,Amaryllidaceae
FES,Allium carinatum subsp. carinatum,,Monocotyl,Amaryllidaceae
FES,Allium carinatum subsp. pulchellum,,Monocotyl,Amaryllidaceae
LYG,Allium chamaemoly subsp. chamaemoly* ,,Monocotyl,Amaryllidaceae
TRA,Allium chamaemoly subsp. chamaemoly* ,,Monocotyl,Amaryllidaceae
LYG,Allium chamaemoly subsp. longicaulis,,Monocotyl,Amaryllidaceae
ROS,Allium chrysonemum ,,Monocotyl,Amaryllidaceae
TRA,Allium circinnatum ,,Monocotyl,Amaryllidaceae
CRI,Allium commutatum,,Monocotyl,Amaryllidaceae
CRI,Allium cornutum ,,Monocotyl,Amaryllidaceae
RUM,Allium cupanii,,Monocotyl,Amaryllidaceae
CYP,Allium cyprium,,Monocotyl,Amaryllidaceae
PUB,Allium cyrilli,,Monocotyl,Amaryllidaceae
FES,Allium denudatum*,,Monocotyl,Amaryllidaceae
SED,Allium denudatum*,,Monocotyl,Amaryllidaceae
ROS,Allium dodecanesi,,Monocotyl,Amaryllidaceae
ULI,Allium ericetorum,,Monocotyl,Amaryllidaceae
DRY,Allium erubescens,,Monocotyl,Amaryllidaceae
FES,Allium flavum subsp. flavum,,Monocotyl,Amaryllidaceae
FES,Allium flavum subsp. tauricum*,,Monocotyl,Amaryllidaceae
SED,Allium flavum subsp. tauricum*,,Monocotyl,Amaryllidaceae
DAP,Allium frigidum ,,Monocotyl,Amaryllidaceae
FES,Allium fuscum,,Monocotyl,Amaryllidaceae
ASP,Allium grosii,,Monocotyl,Amaryllidaceae
SAC,Allium guttatum subsp. guttatum*,,Monocotyl,Amaryllidaceae
COR,Allium guttatum subsp. guttatum* ,,Monocotyl,Amaryllidaceae
SAC,Allium guttatum subsp. sardoum,,Monocotyl,Amaryllidaceae
TRA,Allium hirtovaginum ,,Monocotyl,Amaryllidaceae
CRI,Allium horvatii ,,Monocotyl,Amaryllidaceae
SES,Allium insubricum ,,Monocotyl,Amaryllidaceae
SES,Allium kermesinum ,,Monocotyl,Amaryllidaceae
SED,Allium lineare*,,Monocotyl,Amaryllidaceae
FES,Allium lineare* ,,Monocotyl,Amaryllidaceae
CRI,Allium lojaconoi,,Monocotyl,Amaryllidaceae
TRA,Allium lopadusanum ,,Monocotyl,Amaryllidaceae
FES,Allium lusitanicum* ,,Monocotyl,Amaryllidaceae
ONO,Allium lusitanicum* ,,Monocotyl,Amaryllidaceae
SED,Allium lusitanicum* ,,Monocotyl,Amaryllidaceae
QUE,Allium massaessylum,,Monocotyl,Amaryllidaceae
LYG,Allium melananthum ,,Monocotyl,Amaryllidaceae
ONO,Allium moly,,Monocotyl,Amaryllidaceae
FES,Allium moschatum*,,Monocotyl,Amaryllidaceae
LYG,Allium moschatum*,,Monocotyl,Amaryllidaceae
THL,Allium narcissiflorum ,,Monocotyl,Amaryllidaceae
EPI,Allium neapolitanum,A,Monocotyl,Amaryllidaceae
RUM,Allium nebrodense ,,Monocotyl,Amaryllidaceae
CHE,Allium nigrum ,,Monocotyl,Amaryllidaceae
FES,Allium obliquum,,Monocotyl,Amaryllidaceae
FES,Allium oleraceum*,,Monocotyl,Amaryllidaceae
GER,Allium oleraceum*,,Monocotyl,Amaryllidaceae
THL,Allium palentinum ,,Monocotyl,Amaryllidaceae
LYG,Allium pallens,,Monocotyl,Amaryllidaceae
FES,Allium paniculatum,,Monocotyl,Amaryllidaceae
EPI,Allium paradoxum,A,Monocotyl,Amaryllidaceae
ASP,Allium parciflorum,,Monocotyl,Amaryllidaceae
FAG,Allium pendulinum ,,Monocotyl,Amaryllidaceae
FEP,Allium pervestitum*,,Monocotyl,Amaryllidaceae
FES,Allium pervestitum*,,Monocotyl,Amaryllidaceae
SED,Allium podolicum,,Monocotyl,Amaryllidaceae
CHE,Allium polyanthum ,,Monocotyl,Amaryllidaceae
FEP,Allium regelianum*,,Monocotyl,Amaryllidaceae
MOL,Allium regelianum*,,Monocotyl,Amaryllidaceae
FES,Allium roseum,,Monocotyl,Amaryllidaceae
FES,Allium rotundum ,,Monocotyl,Amaryllidaceae
FES,Allium rubens,,Monocotyl,Amaryllidaceae
TRA,Allium rubrovittatum ,,Monocotyl,Amaryllidaceae
ASP,Allium saxatile*,,Monocotyl,Amaryllidaceae
FES,Allium saxatile*,,Monocotyl,Amaryllidaceae
CHE,Allium scaberrimum ,,Monocotyl,Amaryllidaceae
TRI,Allium schoenoprasum subsp. gredense,,Monocotyl,Amaryllidaceae
TRI,Allium schoenoprasum subsp. latiorifolium,,Monocotyl,Amaryllidaceae
MOL,Allium schoenoprasum subsp. schoenoprasum*,,Monocotyl,Amaryllidaceae
SCH,Allium schoenoprasum subsp. schoenoprasum*,,Monocotyl,Amaryllidaceae
ART,Allium scorodoprasum,,Monocotyl,Amaryllidaceae
LAV,Allium scorzonerifolium,,Monocotyl,Amaryllidaceae
PUB,Allium siculum subsp. dioscoridis ,,Monocotyl,Amaryllidaceae
FES,Allium sphaerocephalon* ,,Monocotyl,Amaryllidaceae
ONO,Allium sphaerocephalon* ,,Monocotyl,Amaryllidaceae
SED,Allium sphaerocephalon* ,,Monocotyl,Amaryllidaceae
CRI,Allium staticiforme,,Monocotyl,Amaryllidaceae
FES,Allium strictum ,,Monocotyl,Amaryllidaceae
MOL,Allium suaveolens ,,Monocotyl,Amaryllidaceae
PUB,Allium subhirsutum,,Monocotyl,Amaryllidaceae
LYG,Allium subvillosum ,,Monocotyl,Amaryllidaceae
CHE,Allium trifoliatum,,Monocotyl,Amaryllidaceae
CHE,Allium triquetrum* ,,Monocotyl,Amaryllidaceae
EPI,Allium triquetrum* ,,Monocotyl,Amaryllidaceae
FAG,Allium ursinum*,,Monocotyl,Amaryllidaceae
POP,Allium ursinum*,,Monocotyl,Amaryllidaceae
MUL,Allium victorialis ,,Monocotyl,Amaryllidaceae
FES,Allium vineale*,,Monocotyl,Amaryllidaceae
PAR,Allium vineale*,,Monocotyl,Amaryllidaceae
LAM,Allocetraria madreporiformis,,Lichen,Parmeliaceae
ASP,Allosorus acrosticus,,Fern,Adiantaceae
ASP,Allosorus guanchicus,,Fern,Adiantaceae
ASP,Allosorus hispanicus,,Fern,Adiantaceae
ASP,Allosorus persicus,,Fern,Adiantaceae
ASP,Allosorus pteridioides,,Fern,Adiantaceae
ASP,Allosorus pulchellus,,Fern,Adiantaceae
ASP,Allosorus tinaei,,Fern,Adiantaceae
ASP,Allosorus X ibericus,,Fern,Adiantaceae
ASP,Allosorus X kochianus,,Fern,Adiantaceae
ASP,Allosorus X tolocensis,,Fern,Adiantaceae
VIR,Alnus alnobetula subsp. alnobetula ,,Eudicot,Betulaceae
VIR,Alnus alnobetula subsp. fruticosa,,Eudicot,Betulaceae
MUL,Alnus alnobetula subsp. suaveolens ,,Eudicot,Betulaceae
FAG,Alnus cordata ,,Eudicot,Betulaceae
ALN,Alnus glutinosa*,,Eudicot,Betulaceae
POP,Alnus glutinosa*,,Eudicot,Betulaceae
POP,Alnus incana subsp. incana,,Eudicot,Betulaceae
PIC,Alnus incana subsp. kolaensis,,Eudicot,Betulaceae
LYG,Aloina bifrons ,,Moss,Pottiaceae
FES,Aloina brevirostris ,,Moss,Pottiaceae
FES,Aloina rigida ,,Moss,Pottiaceae
BID,Alopecurus aequalis ,,Monocotyl,Poaceae
MOL,Alopecurus arundinaceus,,Monocotyl,Poaceae
PAP,Alopecurus borealis,,Monocotyl,Poaceae
MOL,Alopecurus bulbosus,,Monocotyl,Poaceae
ISO,Alopecurus creticus ,,Monocotyl,Poaceae
LAM,Alopecurus dasyanthus,,Monocotyl,Poaceae
MOL,Alopecurus geniculatus ,,Monocotyl,Poaceae
ANA,Alopecurus gerardi,,Monocotyl,Poaceae
LAM,Alopecurus glacialis,,Monocotyl,Poaceae
ARC,Alopecurus magellanicus*,,Monocotyl,Poaceae
HER,Alopecurus magellanicus*,,Monocotyl,Poaceae
TRI,Alopecurus magellanicus*,,Monocotyl,Poaceae
PAR,Alopecurus myosuroides ,,Monocotyl,Poaceae
LAM,Alopecurus ponticus,,Monocotyl,Poaceae
MOL,Alopecurus pratensis ,,Monocotyl,Poaceae
MOL,Alopecurus rendlei ,,Monocotyl,Poaceae
MOL,Alopecurus utriculatus,,Monocotyl,Poaceae
FES,Alopecurus vaginatus ,,Monocotyl,Poaceae
POL,Alternanthera caracasana               ,A?,Eudicot,Amaranthaceae
POL,Alternanthera pungens,A?,Eudicot,Amaranthaceae
FES,Althaea cannabina,,Eudicot,Malvaceae
CHE,Althaea longiflora,,Eudicot,Malvaceae
MOL,Althaea officinalis*,,Eudicot,Malvaceae
PHR,Althaea officinalis*,,Eudicot,Malvaceae
RUP,Althenia filiformis ,,Monocotyl,Potamogetonaceae
RUP,Althenia orientalis subsp. betpakdalensis,,Monocotyl,Potamogetonaceae
RUP,Althenia orientalis subsp. orientalis ,,Monocotyl,Potamogetonaceae
ASP,Alyssoides utriculata ,,Eudicot,Brassicaceae
SES,Alyssum alpestre,,Eudicot,Brassicaceae
SED,Alyssum alyssoides*,,Eudicot,Brassicaceae
TRA,Alyssum alyssoides*,,Eudicot,Brassicaceae
ASP,Alyssum argenteum,,Eudicot,Brassicaceae
ROS,Alyssum atlanticum,,Eudicot,Brassicaceae
ASP,Alyssum austrodalmaticum,,Eudicot,Brassicaceae
COR,Alyssum calycocarpum,,Eudicot,Brassicaceae
THL,Alyssum cuneifolium,,Eudicot,Brassicaceae
FES,Alyssum dasycarpum ,,Eudicot,Brassicaceae
THL,Alyssum diffusum,,Eudicot,Brassicaceae
ASP,Alyssum doerfleri* ,,Eudicot,Brassicaceae
FES,Alyssum doerfleri* ,,Eudicot,Brassicaceae
THL,Alyssum fastigiatum,,Eudicot,Brassicaceae
QUI,Alyssum foliosum ,,Eudicot,Brassicaceae
COR,Alyssum gmelinii*,,Eudicot,Brassicaceae
FES,Alyssum gmelinii*,,Eudicot,Brassicaceae
CHE,Alyssum granatense ,,Eudicot,Brassicaceae
DAP,Alyssum gustavssonii ,,Eudicot,Brassicaceae
THL,Alyssum handelii ,,Eudicot,Brassicaceae
COR,Alyssum hirsutum ,,Eudicot,Brassicaceae
DAP,Alyssum idaeum ,,Eudicot,Brassicaceae
ASP,Alyssum lassiticum ,,Eudicot,Brassicaceae
COR,Alyssum lenense*,,Eudicot,Brassicaceae
FES,Alyssum lenense*,,Eudicot,Brassicaceae
CRU,Alyssum loiseleurii,,Eudicot,Brassicaceae
TUB,Alyssum minutum ,,Eudicot,Brassicaceae
ASP,Alyssum moellendorfianum ,,Eudicot,Brassicaceae
FES,Alyssum montanum,,Eudicot,Brassicaceae
ASP,Alyssum pluscanescens,,Eudicot,Brassicaceae
FES,Alyssum pulvinare ,,Eudicot,Brassicaceae
FES,Alyssum repens,,Eudicot,Brassicaceae
FES,Alyssum rostratum ,,Eudicot,Brassicaceae
DAP,Alyssum siculum,,Eudicot,Brassicaceae
CHE,Alyssum simplex*,,Eudicot,Brassicaceae
TUB,Alyssum simplex*,,Eudicot,Brassicaceae
QUI,Alyssum smyrnaeum,,Eudicot,Brassicaceae
THL,Alyssum sphacioticum,,Eudicot,Brassicaceae
FES,Alyssum stribrnyi*,,Eudicot,Brassicaceae
SES,Alyssum stribrnyi*,,Eudicot,Brassicaceae
FES,Alyssum strigosum,,Eudicot,Brassicaceae
DAP,Alyssum taygeteum,,Eudicot,Brassicaceae
SES,Alyssum trichostachyum*,,Eudicot,Brassicaceae
THL,Alyssum trichostachyum*,,Eudicot,Brassicaceae
SED,Alyssum turkestanicum*,,Eudicot,Brassicaceae
FES,Alyssum turkestanicum* ,,Eudicot,Brassicaceae
ROS,Alyssum umbellatum ,,Eudicot,Brassicaceae
FAG,Alyssum wierzbickii ,,Eudicot,Brassicaceae
THL,Alyssum wulfenianum subsp. ovirense ,,Eudicot,Brassicaceae
THL,Alyssum wulfenianum subsp. wulfenianum,,Eudicot,Brassicaceae
DIG,Amaranthus albus,A,Eudicot,Amaranthaceae
DIG,Amaranthus blitoides,A,Eudicot,Amaranthaceae
DIG,Amaranthus blitum,A,Eudicot,Amaranthaceae
SIS,Amaranthus bouchonii ,A,Eudicot,Amaranthaceae
SIS,Amaranthus caudatus ,A,Eudicot,Amaranthaceae
DIG,Amaranthus crispus,A,Eudicot,Amaranthaceae
DIG,Amaranthus deflexus,A,Eudicot,Amaranthaceae
DIG,Amaranthus emarginatus ,A,Eudicot,Amaranthaceae
DIG,Amaranthus graecizans subsp. graecizans ,A,Eudicot,Amaranthaceae
DIG,Amaranthus graecizans subsp. silvestris,A,Eudicot,Amaranthaceae
SIS,Amaranthus hybridus,A,Eudicot,Amaranthaceae
SIS,Amaranthus hypochondriacus,A,Eudicot,Amaranthaceae
DIG,Amaranthus muricatus,A,Eudicot,Amaranthaceae
SIS,Amaranthus palmeri ,A,Eudicot,Amaranthaceae
SIS,Amaranthus powellii,A,Eudicot,Amaranthaceae
SIS,Amaranthus retroflexus,A,Eudicot,Amaranthaceae
DIG,Amaranthus spinosus,A,Eudicot,Amaranthaceae
CHE,Amaranthus standleyanus ,A,Eudicot,Amaranthaceae
DIG,Amaranthus viridis,A,Eudicot,Amaranthaceae
SAG,Amblystegium serpens var. salinum,,Moss,Amblystegiaceae
SIS,Ambrosia artemisiifolia,A,Eudicot,Asteraceae
AMM,Ambrosia maritima,A,Eudicot,Asteraceae
ART,Ambrosia psilostachya ,A,Eudicot,Asteraceae
SIS,Ambrosia trifida,A,Eudicot,Asteraceae
TUB,Ambrosina bassii,,Monocotyl,Araceae
RHA,Amelanchier lamarckii ,,Eudicot,Rosaceae
RHA,Amelanchier ovalis subsp. cretica,,Eudicot,Rosaceae
ERI,Amelanchier ovalis subsp. ovalis*,,Eudicot,Rosaceae
PUB,Amelanchier ovalis subsp. ovalis*,,Eudicot,Rosaceae
RHA,Amelanchier ovalis subsp. ovalis*,,Eudicot,Rosaceae
RHA,Amelanchier spicata ,A,Eudicot,Rosaceae
ORY,Ammannia auriculata,,Eudicot,Lythraceae
ORY,Ammannia baccifera,,Eudicot,Lythraceae
ORY,Ammannia coccinea,,Eudicot,Lythraceae
ORY,Ammannia robusta,,Eudicot,Lythraceae
ISO,Ammannia verticillata*,,Eudicot,Lythraceae
ORY,Ammannia verticillata*,,Eudicot,Lythraceae
TOL,Ammi huntii,,Eudicot,Apiaceae
PAR,Ammi majus ,,Eudicot,Apiaceae
TOL,Ammi trifoliatum ,,Eudicot,Apiaceae
PAR,Ammi visnaga,,Eudicot,Apiaceae
KLE,Ammodaucus leucotrichus subsp. nanocarpus,,Eudicot,Apiaceae
TRA,Ammoides pusilla,,Eudicot,Apiaceae
AMM,Ammophila arenaria subsp. arenaria,,Monocotyl,Poaceae
AMM,Ammophila arenaria subsp. australis,,Monocotyl,Poaceae
THL,Amorpha fruticosa ,A,Eudicot,Fabaceae
LYG,Ampelodesmos mauritanicus ,,Monocotyl,Poaceae
ASP,Amphidium lapponicum ,,Moss,Amphidiaceae
ASP,Amphidium mougeotii ,,Moss,Amphidiaceae
LAU,Amphidium tortuosum,,Moss,Amphidiaceae
ASP,Amphoricarpos autariatus subsp. autariatus,,Eudicot,Asteraceae
ASP,Amphoricarpos autariatus subsp. bertisceus,,Eudicot,Asteraceae
ASP,Amphoricarpos neumayerianus ,,Eudicot,Asteraceae
KAL,Anabasis aphylla* ,,Eudicot,Chenopodiaceae
LER,Anabasis aphylla* ,,Eudicot,Chenopodiaceae
LYG,Anabasis articulata*,,Eudicot,Chenopodiaceae
PEG,Anabasis articulata*,,Eudicot,Chenopodiaceae
FES,Anabasis cretacea ,,Eudicot,Chenopodiaceae
KAL,Anabasis salsa*,,Eudicot,Chenopodiaceae
LER,Anabasis salsa*,,Eudicot,Chenopodiaceae
TUB,Anacamptis collina,,Monocotyl,Orchidaceae
FES,Anacamptis coriophora*,,Monocotyl,Orchidaceae
MOL,Anacamptis coriophora*,,Monocotyl,Orchidaceae
FES,Anacamptis morio subsp. champagneuxii,,Monocotyl,Orchidaceae
FES,Anacamptis morio subsp. longicornu,,Monocotyl,Orchidaceae
FES,Anacamptis morio subsp. morio,,Monocotyl,Orchidaceae
LAV,Anacamptis morio subsp. picta,,Monocotyl,Orchidaceae
MOL,Anacamptis palustris subsp. elegans,,Monocotyl,Orchidaceae
MOL,Anacamptis palustris subsp. palustris*,,Monocotyl,Orchidaceae
SCH,Anacamptis palustris subsp. palustris*,,Monocotyl,Orchidaceae
LYG,Anacamptis papilionacea,,Monocotyl,Orchidaceae
FES,Anacamptis pyramidalis,,Monocotyl,Orchidaceae
FAG,Anacamptodon splachnoides ,,Moss,Amblystegiaceae
QUI,Anacolia menziesii ,,Moss,Bartramiaceae
CAN,Anacolia webbii ,,Moss,Bartramiaceae
CHE,Anacyclus clavatus ,,Eudicot,Asteraceae
CHE,Anacyclus radiatus ,,Eudicot,Asteraceae
CHE,Anacyclus valentinus ,,Eudicot,Asteraceae
PAR,Anagallis arvensis subsp. arvensis ,,Eudicot,Primulaceae
CHE,Anagallis arvensis subsp. latifolia ,,Eudicot,Primulaceae
ISO,Anagallis arvensis subsp. parviflora ,,Eudicot,Primulaceae
LIT,Anagallis crassifolia,,Eudicot,Primulaceae
CHE,Anagallis foemina*,,Eudicot,Primulaceae
PAR,Anagallis foemina*,,Eudicot,Primulaceae
ISO,Anagallis minima ,,Eudicot,Primulaceae
AMM,Anagallis monelli*,,Eudicot,Primulaceae
COR,Anagallis monelli*,,Eudicot,Primulaceae
LIT,Anagallis tenella*,,Eudicot,Primulaceae
SCH,Anagallis tenella*,,Eudicot,Primulaceae
QUI,Anagyris foetida ,,Eudicot,Fabaceae
OLE,Anagyris latifolia ,,Eudicot,Fabaceae
EPI,Anaphalis margaritacea ,A,Eudicot,Asteraceae
ASP,Anarrhinum bellidifolium*,,Eudicot,Plantaginaceae
THL,Anarrhinum bellidifolium*,,Eudicot,Plantaginaceae
PHA,Anarrhinum duriminium,,Eudicot,Plantaginaceae
TRI,Anastrophyllum donnianum,,Liver,Anastrophyllaceae
TRI,Anastrophyllum joergensenii,,Liver,Anastrophyllaceae
TUB,Anchua littorea?,,Eudicot,Boraginaceae
PAR,Anchusa arvensis ,,Eudicot,Boraginaceae
ART,Anchusa azurea* ,,Eudicot,Boraginaceae
CHE,Anchusa azurea* ,,Eudicot,Boraginaceae
GEN,Anchusa capellii?,,Eudicot,Boraginaceae
DAP,Anchusa cespitosa ,,Eudicot,Boraginaceae
PHA,Anchusa formosa?,,Eudicot,Boraginaceae
COR,Anchusa gmelinii ,,Eudicot,Boraginaceae
ART,Anchusa ochroleuca* ,,Eudicot,Boraginaceae
COR,Anchusa ochroleuca* ,,Eudicot,Boraginaceae
ART,Anchusa officinalis ,,Eudicot,Boraginaceae
COR,Anchusa popovii ,,Eudicot,Boraginaceae
TUB,Anchusa undulata subsp. hybrida,,Eudicot,Boraginaceae
AZO,Andoa berthelotiana ,,Moss,Hypnaceae
TRA,Andrachne telephioides ,,Eudicot,Phyllanthaceae
HER,Andreaea alpestris ,,Moss,Andreaeaceae
LOI,Andreaea alpina ,,Moss,Andreaeaceae
HER,Andreaea blyttii ,,Moss,Andreaeaceae
HER,Andreaea crassinervia ,,Moss,Andreaeaceae
HER,Andreaea frigida ,,Moss,Andreaeaceae
HER,Andreaea nivalis ,,Moss,Andreaeaceae
HER,Andreaea obovata ,,Moss,Andreaeaceae
THL,Andreaea rothii ,,Moss,Andreaeaceae
HER,Andreaea sinuosa ,,Moss,Andreaeaceae
MOQ,Androcymbium gramineum subsp. psammophilum,,Monocotyl,Colchicaceae
OLE,Androcymbium hierrense,,Monocotyl,Colchicaceae
AMM,Androcymbium rechingeri,,Monocotyl,Colchicaceae
OXY,Andromeda polifolia,,Eudicot,Ericaceae
LYG,Andropogon distachyos ,,Monocotyl,Poaceae
TRI,Androsace adfinis subsp. adfinis   ,,Eudicot,Primulaceae
TRI,Androsace adfinis subsp. brigantiaca ,,Eudicot,Primulaceae
TRI,Androsace adfinis subsp. puberula  ,,Eudicot,Primulaceae
THL,Androsace alpina ,,Eudicot,Primulaceae
ASP,Androsace brevis ,,Eudicot,Primulaceae
IND,Androsace cantabrica,,Eudicot,Primulaceae
ASP,Androsace carnea* ,,Eudicot,Primulaceae
TRI,Androsace carnea* ,,Eudicot,Primulaceae
FAG,Androsace chaixii ,,Eudicot,Primulaceae
SES,Androsace chamaejasme ,,Eudicot,Primulaceae
THL,Androsace ciliata ,,Eudicot,Primulaceae
ASP,Androsace cylindrica subsp. cylindrica ,,Eudicot,Primulaceae
ASP,Androsace cylindrica subsp. hirtella*,,Eudicot,Primulaceae
SES,Androsace cylindrica subsp. hirtella*,,Eudicot,Primulaceae
ASP,Androsace cylindrica subsp. willkommii,,Eudicot,Primulaceae
PUB,Androsace elongata subsp. breistrofferi,,Eudicot,Primulaceae
COR,Androsace elongata subsp. elongata,,Eudicot,Primulaceae
ISO,Androsace filiformis,,Eudicot,Primulaceae
TRI,Androsace halleri,,Eudicot,Primulaceae
ASP,Androsace hausmannii ,,Eudicot,Primulaceae
ASP,Androsace helvetica ,,Eudicot,Primulaceae
ASP,Androsace lactea*,,Eudicot,Primulaceae
SES,Androsace lactea*,,Eudicot,Primulaceae
TRI,Androsace laggeri,,Eudicot,Primulaceae
CHE,Androsace maxima subsp. maxima*,,Eudicot,Primulaceae
COR,Androsace maxima subsp. maxima*,,Eudicot,Primulaceae
PAR,Androsace maxima subsp. maxima*,,Eudicot,Primulaceae
FES,Androsace maxima subsp. turczaninovii,,Eudicot,Primulaceae
TRI,Androsace obtusifolia ,,Eudicot,Primulaceae
ASP,Androsace pubescens* ,,Eudicot,Primulaceae
THL,Androsace pubescens* ,,Eudicot,Primulaceae
ASP,Androsace pyrenaica,,Eudicot,Primulaceae
IND,Androsace rioxana,,Eudicot,Primulaceae
COR,Androsace septentrionalis*,,Eudicot,Primulaceae
SED,Androsace septentrionalis*,,Eudicot,Primulaceae
