"taxon";"rl";"a";"b";"r";"rl.al";"rl.bm";"rl.nv";"rl.sv";"rl.pa";"o.v";"o.nt";"o.ot";"o.s";"o.k";"o.st";"o.o";"o.n";"o.w";"o.b";"responsibility";"distribution";"lifeform"
"Sedum villosum";"CR";"2";"-3";"-2";"CR";"RE";"RE";"RE";"";"#";"+?";"+";"#";"#";"#";"+";"+";"";"";"";"Eur";"H"
"Selaginella helvetica";"LC";"4";"-1";"0";"LC";"VU";"NT";"EN";"EN";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Selaginella selaginoides";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"–";"";"Hol";"S"
"Selinum carvifolia";"VU";"4";"-3";"-2";"VU";"EN";"VU";"VU";"EN";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Sempervivum arachnoideum";"LC";"3";"0";"0";"LC";"n";"n";"";"n";"#";"#";"#";"#";"#";"#";"u";"u";"";"";"";"Eur";"S"
"Sempervivum braunii";"LC";"3";"0";"0";"LC";"";"";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"E";"E-Alp!";"S"
"Sempervivum montanum s.str.";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"";"";"";"";"";"";"Eur";"S"
"Sempervivum pittonii";"EN";"1";"-1";"-1";"EN";"";"";"";"";"";"";"";"";"";"#";"";"";"";"";"E";"ZE-Alp*!";"S"
"Sempervivum tectorum";"LC";"2";"0";"0";"LC";"n";"n";"n";"n";"#";"#";"#";"u";"#";"u";"u";"le";"u";"u";"";"Eur";"S"
"Sempervivum wulfenii";"LC";"3";"0";"0";"LC";"";"";"CR";"";"";"#";"#";"#";"#";"#";"";"";"";"";"";"Alp";"S"
"Senecio abrotanifolius";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Senecio alpinus";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"–";"#";"#";"";"?";"";"";"";"";"Eur";"S"
"Senecio aquaticus s.str.";"NT";"3";"-1";"-1";"NT";"NT";"EN";"";"";"#";"#";"–";"#";"#";"#";"#";"#";"";"–";"";"Eur";"S"
"Senecio cacaliaster";"LC";"3";"0";"0";"LC";"";"";"";"";"";"";"#";"#";"#";"#";"";"";"";"";"";"Eur";"S"
"Senecio carniolicus s.str.";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"";"";"";"";"Eur";"S"
"Senecio disjunctus";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"#";"#";"#";"";"";"";"";"";"E-Alp";"S"
"Senecio doria s.str.";"EN";"2";"-2";"-2";"";"";"";"";"EN";"";"";"";"";"";"";"–";"#";"#";"#";"";"Euras";"S"
"Senecio doronicum";"LC";"3";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Senecio erraticus";"LC";"4";"-1";"-1";"VU";"EN";"RE,n";"LC";"NT";"–";"u";"";"u";"#";"#";"?";"#";"#";"#";"";"Eur";"S"
"Senecio erucifolius subsp. erucifolius";"NT";"2";"0";"-1";"NT";"";"";"";"";"#";"#";"";"";"";"";"";"";"";"";"";"Euras";"S"
"Senecio erucifolius subsp. tenuifolius";"EN";"2";"-2";"-1";"EN";"";"CR";"EN";"EN";"";"";"";"u";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Senecio fontanicola";"EN";"2";"-2";"-2";"EN";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"S";"SE-Alp";"S"
"Senecio hercynicus";"LC";"3";"0";"0";"LC";"LC";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"#";"?";"";"Eur";"S"
"Senecio inaequidens";"n";"";"";"";"";"";"";"";"";"e";"e";"u";"e";"e";"e";"e";"e";"e";"e";"";"";"S"
"Senecio insubricus";"LC";"2";"0";"0";"LC";"";"";"";"";"";"#";"#";"";"#";"";"";"";"";"";"";"E-Alp";"S"
"Senecio jacobaea";"NT";"4";"-2";"-1";"NT";"VU";"NT";"VU";"NT";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Senecio nemorensis subsp. glabratus";"LC";"3";"0";"0";"LC";"LC";"LC";"";"";"#";"#";"#";"#";"#";"";"#";"";"";"";"";"E-Alp";"S"
"Senecio nemorensis subsp. jacquinianus";"LC";"4";"0";"0";"LC";"LC";"LC";"LC";"LC";"";"#";"";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Senecio noricus";"LC";"3";"0";"0";"LC";"";"";"";"";"";"";"#";"#";"#";"#";"#";"";"";"";"E";"E-Alp!";"S"
"Senecio ovatus";"LC";"5";"1";"0";"LC";"LC";"LC";"LC";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Senecio paludosus";"EN";"2";"-2";"-2";"EN";"";"EN";"";"EN";"#";"#";"";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Senecio rupestris";"LC";"4";"0";"0";"LC";"EN";"";"";"EN";"e?";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Senecio sarracenicus";"EN";"2";"-2";"-2";"";"CR";"EN";"";"EN";"";"";"";"–";"";"";"#";"#";"#";"#";"";"Euras";"S"
"Senecio subalpinus";"LC";"4";"0";"0";"LC";"CR";"f";"";"";"";"";"u";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Senecio sylvaticus";"LC";"4";"0";"0";"LC";"LC";"LC";"LC";"NT";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Senecio umbrosus";"EN";"1";"-1";"-1";"EN";"";"";"";"RE";"";"";"";"";"";"";"";"#";"";"?";"D";"Eur";"S"
"Senecio vernalis";"n";"";"";"";"";"";"";"";"";"";"e";"u";"u";"u";"u";"le";"e";"e";"e";"";"";"H"
"Senecio viscosus";"LC";"5";"1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Hol)";"H"
"Senecio vulgaris";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Serratula tinctoria subsp. macrocephala";"EN";"1";"-2";"0";"EN";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"";"Eur";"S"
"Serratula tinctoria subsp. tinctoria";"NT";"4";"-2";"-2";"VU";"EN";"EN";"NT";"VU";"#";"#";"?";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Seseli annuum";"VU";"3";"-2";"-1";"VU";"EN";"CR";"EN";"VU";"+";"#";"#";"+?";"#";"#";"#";"#";"#";"#";"";"Eur";"H"
"Seseli austriacum";"LC";"3";"0";"0";"LC";"";"";"";"VU";"";"";"";"#";"#";"#";"#";"#";"";"";"S";"E-Alp";"H"
"Seseli campestre";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"le";"le";"";"";"";"S"
"Seseli hippomarathrum";"VU";"3";"-2";"-1";"VU";"EN";"RE";"";"VU";"";"";"";"";"";"";"+";"#";"#";"#";"";"Eur";"S"
"Seseli libanotis";"LC";"4";"-1";"-1";"LC";"NT";"EN";"EN";"NT";"–";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"H"
"Seseli osseum";"VU";"3";"-2";"-1";"EN";"VU";"";"CR";"VU";"";"";"";"";"–";"";"#";"#";"#";"#";"";"Eur";"H"
"Seseli pallasii";"EN";"2";"-2";"-1";"";"";"";"";"EN";"";"";"";"";"";"";"";"#";"#";"#";"";"Eur";"H"
"Sesleria caerulea s.str.";"LC";"5";"0";"0";"LC";"VU";"VU";"n";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Sesleria sadleriana";"VU";"1";"0";"-1";"";"";"";"";"VU";"";"";"";"";"–";"";"";"#";"";"";"";"Eur";"S"
"Sesleria uliginosa";"VU";"3";"-2";"-2";"VU";"";"RE?";"RE?";"VU";"–";"–";"";"";"";"#";"–";"#";"#";"#";"";"Eur";"S"
"Sesleriella sphaerocephala subsp. leucocephala";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"#";"";"#";"";"";"";"";"";"";"SE-Alp";"S"
"Sesleriella sphaerocephala subsp. sphaerocephala";"LC";"2";"0";"0";"LC";"";"";"";"";"";"–";"#";"";"#";"";"";"";"";"";"";"SE-Alp";"S"
"Setaria faberi";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"e";"e";"e";"u";"u";"e";"";"";"H"
"Setaria pumila";"LC";"5";"1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Setaria verticillata s.str.";"LC";"3";"1";"0";"LC";"LC";"LC";"LC";"LC";"u";"e";"u";"u";"#";"#";"e";"#";"#";"#";"";"Kosm";"H"
"Setaria verticilliformis";"LC";"2";"1";"0";"n";"n";"n";"n";"LC";"";"u";"";"";"u";"#*";"u";"#*";"#*";"";"";"Kosm?";"H"
"Setaria viridis";"LC";"5";"1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"H"
"Sherardia arvensis";"NT";"4";"-2";"-1";"VU";"NT";"NT";"NT";"NT";"#";"#";"+,u";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Shinnersia rivularis";"n";"";"";"";"";"";"";"";"";"";"";"";"";"le?";"";"";"";"";"";"";"";"S"
"Sibbaldia procumbens";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Hol";"S"
"Sicyos angulatus";"n";"";"";"";"";"";"";"";"";"u";"u";"";"u";"le";"u";"u";"le";"u";"?";"";"";"H"
"Sideritis montana";"VU";"2";"-1";"-1";"n";"EN";"RE";"n";"VU";"";"";"";"–";"";"u";"+";"#";"#";"#";"";"Euras";"H"
"Silaum silaus";"VU";"3";"-2";"-2";"VU";"CR";"CR";"CR";"VU";"#";"–";"";"#";"";"u";"#";"#";"#";"#";"";"Eur";"S"
"Silene acaulis subsp. exscapa";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"";"";"";"Hol";"S"
"Silene acaulis subsp. longiscapa";"LC";"4";"0";"0";"LC";"";"f";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Hol";"S"
"Silene baccifera";"NT";"4";"-2";"-1";"VU";"CR";"CR";"NT";"NT";"";"u";"#";"";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Silene conica";"EN";"2";"-2";"-2";"";"";"n";"n";"EN";"";"";"";"u";"";"u";"u";"#";"#";"#";"";"Euras (Kosm)";"H"
"Silene dichotoma";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"u";"u";"u";"e";"e?";"e?";"";"";"H"
"Silene dioica";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"S"
"Silene flavescens";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"le";"";"";"";"";"S"
"Silene gallica";"EN";"1";"-1";"-1";"EN";"n";"n";"EN";"n";"u";"u";"u";"u";"–";"#*";"u";"#*";"#*";"#*";"";"Eur (Kosm)";"H"
"Silene latifolia subsp. alba";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Silene linicola";"RE";"+";"+";"+";"RE";"RE";"RE";"RE";"RE";"";"";"";"";"+";"+";"u";"+";"+";"";"";"Eur";"H"
"Silene multiflora";"VU";"2";"-1";"-1";"";"";"";"";"VU";"";"";"";"";"";"";"";"+";"";"#";"";"Euras";"S"
"Silene nemoralis";"NT";"3";"-1";"-1";"NT";"n";"";"VU";"EN";"";"";"";"u";"u";"#";"";"#";"u";"u";"";"Eur";"H"
"Silene noctiflora";"NT";"4";"-2";"-1";"EN";"NT";"VU";"EN";"NT";"#";"#";"u";"u";"#";"#";"#";"#";"#";"#";"";"Euras (Hol)";"H"
"Silene nutans subsp. insubrica";"NT";"2";"0";"-1";"NT";"";"";"";"";"";"";"";"";"#";"#";"";"";"";"";"";"Eur";"S"
"Silene nutans subsp. nutans";"LC";"5";"-1";"0";"LC";"LC";"NT";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Silene otites";"VU";"3";"-2";"-1";"EN";"VU";"RE";"";"VU";"?";"+?";"";"";"";"#";"+,u";"#";"#";"#";"";"Euras";"S"
"Silene saxifraga";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"#";"";"#";"";"–";"";"";"";"";"Eur";"S"
"Silene viridiflora";"EN";"1";"0";"-2";"CR*";"";"";"EN";"";"";"";"";"";"";"#";"";"";"";"";"";"Eur";"S"
"Silene viscosa";"EN";"2";"-2";"-1";"";"";"";"";"EN";"";"";"";"";"";"";"–";"#";"u";"#";"";"Euras";"H"
"Silene vulgaris subsp. antelopum";"DD";"?";"?";"?";"DD";"DD";"DD";"DD";"DD";"";"#";"";"#";"?";"#";"#";"#";"";"#";"";"Eur";"S"
"Silene vulgaris subsp. glareosa";"LC";"4";"0";"0";"LC";"";"f";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Silene vulgaris subsp. vulgaris";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Siler montanum";"LC";"3";"0";"0";"LC";"";"";"";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Silphiodaucus prutenicus";"EN";"3";"-3";"-2";"EN";"CR";"EN";"EN";"EN";"#";"#";"#";"#";"#";"#";"#";"#";"+";"#";"";"Eur";"S"
"Sinacalia tangutica";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"u";"";"le";"";"";"";"";"S"
"Sinapis arvensis";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Sisymbrium altissimum";"NT";"3";"-1";"-1";"n";"VU";"n";"n";"NT";"u";"u";"u";"u";"u";"#";"e";"#";"#";"#";"";"Euras (Kosm)";"H"
"Sisymbrium austriacum s.str.";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"";"#";"#";"";"#";"u";"u";"";"Eur";"H"
"Sisymbrium irio";"LC";"2";"1";"0";"n";"";"n";"";"LC";"";"";"";"u";"";"u";"–";"#";"#";"";"";"Euras (Kosm)";"H"
"Sisymbrium loeselii";"LC";"3";"0";"0";"LC";"LC";"n";"n";"LC";"u";"u";"u";"u";"u";"e";"e?";"#";"#";"#";"";"Euras (Hol)";"H"
"Sisymbrium officinale";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Sisymbrium orientale";"LC";"3";"0";"0";"LC";"LC";"n";"n";"LC";"u";"u";"";"u";"u";"u";"e";"#";"#";"#";"";"Euras (Kosm)";"H"
"Sisymbrium pallescens";"n";"";"";"";"";"";"";"";"";"";"e";"";"";"";"";"";"";"";"";"";"";"H"
"Sisymbrium strictissimum";"LC";"3";"0";"-1";"LC";"EN";"CR";"VU";"NT";"?";"#";"#";"#";"#";"#";"#*";"#";"#";"#";"";"Eur";"H"
"Sisyrinchium montanum";"n";"";"";"";"";"";"";"";"";"e";"e";"u";"le";"e";"le";"u";"le";"";"u";"";"";"S"
"Sium latifolium";"EN";"2";"-2";"-2";"RE";"";"RE";"";"EN";"";"";"";"";"";"";"+";"#";"#";"#";"";"Euras";"S"
"Smyrnium perfoliatum";"n";"";"";"";"";"";"";"";"";"";"";"";"u";"u";"u";"u";"u";"le";"le";"";"";"H"
"Solanum alatum";"VU";"2";"-1";"0";"n";"n";"n";"RE,n";"VU";"";"u";"";"u";"u";"#";"u";"#";"#";"#";"";"Eur (Kosm)";"H"
"Solanum carolinense";"n";"";"";"";"";"";"";"";"";"u";"";"";"";"e";"e";"";"u";"";"";"";"";"S"
"Solanum dulcamara";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Solanum nigrum";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"H"
"Solanum villosum s.str.";"G";"1";"?";"?";"n";"n";"n";"G";"G";"";"";"";"";"u";"u";"e";"#";"#";"u";"";"Euras (Kosm)";"H"
"Soldanella alpina";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"S"
"Soldanella austriaca";"LC";"3";"0";"0";"LC";"";"RE?";"";"";"";"";"";"#";"";"#";"#";"#";"";"";"S";"NE-Alp";"S"
"Soldanella major";"LC";"2";"0";"0";"LC";"";"";"";"";"";"";"";"#";"#";"#";"";"#";"";"";"";"E-Alp";"S"
"Soldanella minima s.str.";"LC";"2";"0";"0";"LC";"";"";"";"";"";"#";"#";"";"#";"";"";"";"";"";"";"Alp";"S"
"Soldanella montana s.str.";"NT";"3";"-1";"-1";"NT";"NT";"VU";"";"";"";"";"";"#";"";"#";"#";"#";"";"";"";"Eur";"S"
"Soldanella pusilla subsp. alpicola";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"";"";"";"";"Alp";"S"
"Solidago canadensis";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"S"
"Solidago gigantea";"n";"";"";"";"";"";"";"";"";"e";"e";"e";"e";"e";"e";"e";"e";"e";"e";"";"";"S"
"Solidago virgaurea";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Sonchus arvensis subsp. arvensis";"LC";"5";"-1";"-1";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"S"
"Sonchus arvensis subsp. uliginosus";"VU";"2";"-1";"-1";"n";"n";"n";"RE?,n";"VU";"";"u";"u";"e";"";"#";"u";"#";"#";"#";"";"Euras";"S"
"Sonchus asper";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras (Kosm)";"H"
"Sonchus oleraceus";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Sonchus palustris";"VU";"2";"-1";"0";"n";"n";"n";"";"VU";"";"u";"";"";"";"";"e";"#";"#";"#";"";"Euras";"S"
"Sorbus algoviensis";"?";"";"";"";"?";"";"";"";"";"?";"";"";"";"";"";"";"";"";"";"";"E-Alp*";"B"
"Sorbus aria s.str.";"LC";"4";"0";"0";"LC";"LC";"LC";"VU";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"B"
"Sorbus aucuparia subsp. aucuparia";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"B"
"Sorbus aucuparia subsp. glabrata";"LC";"?";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"–";"#";"";"";"";"Euras";"B"
"Sorbus austriaca";"LC";"3";"0";"0";"LC";"";"";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"?";"";"Eur";"B"
"Sorbus chamaemespilus";"LC";"4";"0";"0";"LC";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Eur";"B"
"Sorbus collina";"VU";"1";"0";"-1";"";"VU";"EN";"";"VU";"";"";"";"";"";"";"#";"#";"#";"#";"";"Eur";"B"
"Sorbus cucullifera";"CR";"1";"?";"-1";"";"CR";"";"";"";"";"";"";"";"";"";"";"#";"";"";"S";"Eur*";"B"
"Sorbus danubialis";"VU";"1";"0";"-1";"EN";"VU";"";"";"VU";"";"";"";"";"#";"";"";"#";"?";"";"";"Eur";"B"
"Sorbus doerriana";"CR";"1";"?";"-1";"CR";"";"";"";"";"#";"";"";"";"";"";"";"";"";"";"";"Eur";"B"
"Sorbus domestica";"EN";"2";"-2";"-2";"EN";"";"";"CR*";"EN";"?";"";"";"";"";"u";"–";"#";"#";"#";"";"Eur";"B"
"Sorbus latifolia agg.";"VU";"1";"0";"-1";"?";"VU";"";"";"VU";"";"";"";"u";"";"#";"#";"#";"#";"+?";"";"Eur";"B"
"Sorbus mougeotii s.str.";"VU";"2";"-1";"-1";"VU";"";"";"";"";"#";"#";"";"";"";"";"";"";"";"";"";"Eur";"B"
"Sorbus slovenica";"CR";"1";"?";"-2";"";"";"";"";"CR";"";"";"";"";"";"";"";"#";"";"+?";"";"Eur";"B"
"Sorbus thayensis";"CR";"1";"?";"-1";"";"CR";"";"";"";"";"";"";"";"";"";"";"#";"";"";"S";"Eur*";"B"
"Sorbus torminalis";"LC";"4";"-1";"-1";"NT";"NT";"VU";"VU";"LC";"u";"+";"";"–";"#";"#";"#";"#";"#";"#";"";"Eur";"B"
"Sorghum halepense";"n";"";"";"";"";"";"";"";"";"u";"u";"u";"e?";"u";"e";"e";"e";"e";"e";"";"";"S"
"Sparganium angustifolium";"NT";"2";"0";"-1";"NT";"";"";"";"";"#";"#";"#";"#";"#";"#";"";"";"";"";"";"Hol";"S"
"Sparganium emersum";"VU";"3";"-2";"-1";"VU";"EN";"VU";"EN";"EN";"#";"#";"+";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"S"
"Sparganium erectum";"?";"";"";"";"";"";"";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"S"
"Sparganium erectum subsp. erectum";"G";"?";"?";"?";"G";"?";"G";"G";"G";"+";"#";"?";"#";"#";"#";"?";"#";"#";"#";"";"Euras (Kosm)";"S"
"Sparganium erectum subsp. microcarpum";"G";"?";"?";"?";"G";"G";"G";"G";"G";"#";"#";"?";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Sparganium erectum subsp. neglectum";"G";"?";"?";"?";"G";"G";"G";"G";"G";"#";"#";"?";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Sparganium erectum subsp. oocarpum";"G";"?";"?";"?";"?";"?";"G";"";"G";"";"";"";"";"";"";"?";"#";"";"";"";"Eur";"S"
"Sparganium natans";"EN";"2";"-2";"-1";"EN";"CR";"EN";"";"";"#";"#";"#";"#";"#";"#";"#";"#";"";"";"";"Hol";"S"
"Spergula arvensis";"VU";"3";"-3";"-1";"VU";"VU";"VU";"EN";"EN";"+";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur (Kosm)";"H"
"Spergula morisonii";"CR";"1";"-1";"-2";"";"";"";"";"CR";"";"";"";"";"";"";"";"#";"";"";"";"Eur";"H"
"Spergula pentandra s.str.";"RE";"+";"+";"+";"";"";"";"";"RE";"";"";"";"";"";"";"–";"";"";"+?";"";"Eur (Kosm)";"H"
"Spergularia echinosperma subsp. albensis";"RE";"+";"+";"+";"";"";"";"";"RE";"";"";"";"";"";"";"";"+";"";"";"";"Eur";"H"
"Spergularia kurkae";"EN";"1";"-1";"-1";"";"EN";"";"";"";"";"";"";"";"";"";"";"#";"";"";"";"Eur";"H"
"Spergularia marina";"CR";"1";"-2";"-2";"n";"n";"n";"n";"CR";"e";"e";"e";"+,e";"e";"e";"e";"+?,e";"e";"#";"";"Kosm";"H"
"Spergularia media";"EN";"2";"-2";"-2";"n";"";"";"";"EN";"";"";"";"";"";"";"";"#";"u";"#";"";"Euras (Kosm)";"S"
"Spergularia rubra";"LC";"4";"-1";"-1";"LC";"LC";"LC";"NT";"VU";"#";"#";"#";"#";"#";"#";"#";"#";"+,u";"#";"";"Kosm";"H"
"Spiraea chamaedryfolia";"EN";"1";"0";"-2";"EN";"";"n";"";"n";"u";"u";"";"u";"#";"";"u";"u";"u";"";"";"Euras";"B"
"Spiraea japonica";"n";"";"";"";"";"";"";"";"";"le";"le";"u";"le";"u";"u";"le";"u";"u";"u";"";"";"B"
"Spiraea media";"EN";"1";"-1";"-1";"EN";"n";"";"EN";"EN";"";"";"";"";"";"#";"";"#";"";"#";"D";"Euras";"B"
"Spiraea salicifolia";"VU";"2";"-1";"-1";"VU";"VU";"n";"EN*";"";"u";"e";"";"u";"#";"#";"#";"#";"u";"#*";"";"Euras";"B"
"Spiraea x brachybotrys";"n";"";"";"";"";"";"";"";"";"";"";"";"";"";"le";"";"";"";"";"";"";"B"
"Spiranthes aestivalis";"EN";"2";"-2";"-2";"EN";"";"EN";"";"";"#";"#";"";"#";"+";"";"#";"–";"";"";"";"Eur";"S"
"Spiranthes spiralis";"VU";"3";"-2";"-2";"VU";"CR";"RE";"CR";"VU";"#";"#";"";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Spirodela polyrhiza";"LC";"3";"0";"-1";"VU";"LC";"LC";"LC";"LC";"#";"–";"–";"#";"#";"#";"#";"#";"#";"#";"";"Kosm";"S"
"Sporobolus aculeatus";"VU";"2";"-1";"-1";"";"";"";"";"VU";"";"";"";"";"";"";"–";"+";"+";"#";"";"Euras";"H"
"Sporobolus alopecuroides";"CR";"1";"-2";"-2";"";"";"";"";"CR";"";"";"";"";"";"";"–";"#";"+";"#";"";"Hol";"H"
"Sporobolus neglectus";"n";"";"";"";"";"";"";"";"";"u";"e";"e";"e?";"e";"u";"u";"u";"";"";"";"";"H"
"Sporobolus schoenoides";"EN";"2";"-2";"-2";"";"";"";"";"EN";"";"";"";"";"";"";"";"+?";"";"#";"";"Kosm";"H"
"Sporobolus vaginiflorus";"n";"";"";"";"";"";"";"";"";"u";"le";"e?";"e?";"e";"u";"u";"";"";"u";"";"";"H"
"Stachys alpina";"LC";"4";"0";"0";"LC";"";"VU";"CR";"CR";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Stachys annua";"NT";"4";"-2";"-1";"EN";"EN";"EN";"EN";"NT";"+";"u";"u";"u";"#";"#";"#";"#";"#";"#";"";"Euras";"H"
"Stachys germanica";"EN";"2";"-2";"-1";"EN";"CR";"RE";"RE?";"EN";"#*";"#*";"u";"u";"#";"#";"+";"#";"#";"#";"";"Euras";"S"
"Stachys palustris";"LC";"5";"-1";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Hol";"S"
"Stachys recta subsp. labiosa";"NT";"2";"0";"-1";"NT";"";"";"";"";"";"";"";"";"#";"";"";"";"";"";"";"Eur";"S"
"Stachys recta subsp. recta";"NT";"4";"-2";"-1";"NT";"NT";"VU";"EN";"NT";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Eur";"S"
"Stachys sylvatica";"LC";"5";"0";"0";"LC";"LC";"LC";"LC";"LC";"#";"#";"#";"#";"#";"#";"#";"#";"#";"#";"";"Euras";"S"
"Staphylea pinnata";"LC";"3";"0";"0";"LC";"LC";"LC";"";"LC";"#";"u";"";"#";"le";"u";"#";"#";"#";"#";"";"Eur";"B"
