SPECIES_NR;LETTERCODE;SHORTNAME;ABBREVIAT;NATIVENAME;AUTHOR;SYNONYM;VALID_NR
9535;RUDBHIR;Rudbeckia hirta;Rudbeckia hirta;;;FALSCH;9535
9536;RUDBLAC;Rudbeckia laciniata;Rudbeckia laciniata;;;FALSCH;9536
9537;RUDBTRI;Rudbeckia triloba;Rudbeckia triloba;;;FALSCH;9537
9538;RUDBSP.;Rudbeckia sp.;Rudbeckia sp.;;;FALSCH;9538
9539;RUMEACE;Rumex acetosa;Rumex acetosa;;;FALSCH;9539
9540;RUMEACO;Rumex acetosell s.lat.;Rumex acetosella s.lat.;;;FALSCH;9540
9541;RUMEACS;Rumex acetos s. acetos;Rumex acetosella ssp. acetosella;;;FALSCH;9541
9542;RUMEACL;Rumex acetos s. acetos;Rumex acetosella ssp. acetoselloides;;;FALSCH;9542
9543;RUMEACA;Rumex acetos s. pyrena;Rumex acetosella ssp. pyrenaicus;;;FALSCH;9543
9544;RUMEACT;"Rumex acetosel ""tenuif";"Rumex acetosella ""tenuifolius""";;;FALSCH;9544
9545;RUMEALP;Rumex alpestris;Rumex alpestris;;;FALSCH;9545
9546;RUMEALI;Rumex alpinus;Rumex alpinus;;;FALSCH;9546
9547;RUMEAQU;Rumex aquaticus;Rumex aquaticus;;;FALSCH;9547
9548;RUMEBRO;Rumex brownii;Rumex brownii;;;FALSCH;9548
9549;RUMEBUC;Rumex bucephalophorus;Rumex bucephalophorus;;;FALSCH;9549
9550;RUMECON;Rumex confertus;Rumex confertus;;;FALSCH;9550
9551;RUMECOG;Rumex conglomeratus;Rumex conglomeratus;;;FALSCH;9551
9552;RUMECRI;Rumex crispus;Rumex crispus;;;FALSCH;9552
9553;RUMECRS;Rumex cristatus;Rumex cristatus;;;FALSCH;9553
9554;RUMEHYD;Rumex hydrolapathum;Rumex hydrolapathum;;;FALSCH;9554
9555;RUMEKER;Rumex kerneri;Rumex kerneri;;;FALSCH;9555
9556;RUMELON;Rumex longifolius;Rumex longifolius;;;FALSCH;9556
9557;RUMEMAR;Rumex maritimus;Rumex maritimus;;;FALSCH;9557
9558;RUMENIV;Rumex nivalis;Rumex nivalis;;;FALSCH;9558
9559;RUMEOBT;Rumex obtusifolius;Rumex obtusifolius;;;FALSCH;9559
9560;RUMEOBU;Rumex obtusi s. obtusi;Rumex obtusifolius ssp. obtusifolius;;;FALSCH;9560
9561;RUMEOBS;Rumex obtusi s. subalp;Rumex obtusifolius ssp. subalpinus;;;FALSCH;9561
9562;RUMEOBI;Rumex obtusi s. sylves;Rumex obtusifolius ssp. sylvestris;;;FALSCH;9562
9563;RUMEOBF;Rumex obtusi s. transi;Rumex obtusifolius ssp. transiens;;;FALSCH;9563
9564;RUMEPAL;Rumex palustris;Rumex palustris;;;FALSCH;9564
9565;RUMEPAI;Rumex patientia ag.;Rumex patientia agg.;;;FALSCH;9565
9566;RUMEPAT;Rumex patientia;Rumex patientia;;;FALSCH;9566
9567;RUMEPAE;Rumex patien s. orient;Rumex patientia ssp. orientalis;;;FALSCH;9567
9568;RUMEPAN;Rumex patien s. patien;Rumex patientia ssp. patientia;;;FALSCH;9568
9569;RUMEPSE;Rumex pseudonatronatus;Rumex pseudonatronatus;;;FALSCH;9569
9570;RUMEPUL;Rumex pulcher;Rumex pulcher;;;FALSCH;9570
9571;RUMEPUC;Rumex pulche s. divari;Rumex pulcher ssp. divaricatus;;;FALSCH;9571
9572;RUMEPUH;Rumex pulche s. pulche;Rumex pulcher ssp. pulcher;;;FALSCH;9572
9573;RUMESAN;Rumex sanguineus;Rumex sanguineus;;;FALSCH;9573
9574;RUMESCU;Rumex scutatus;Rumex scutatus;;;FALSCH;9574
9575;RUMESTE;Rumex stenophyllus;Rumex stenophyllus;;;FALSCH;9575
9576;RUMETHY;Rumex thyrsiflorus;Rumex thyrsiflorus;;;FALSCH;9576
9577;RUMETRI;Rumex triangulivalvis;Rumex triangulivalvis;;;FALSCH;9577
9578;RUMEDEN;Rumex dentat s. halacs;Rumex dentatus ssp. halacsyi;;;FALSCH;9578
9579;RUMELOG;Rumex longif s. longif;Rumex longifolius ssp. longifolius;;;FALSCH;9579
9580;RUMELOI;Rumex longif s. sourek;Rumex longifolius ssp. sourekii;;;FALSCH;9580
9581;RUMEOBO;Rumex obovatus;Rumex obovatus;;;FALSCH;9581
9582;RUMEPAA;Rumex patien s. recurv;Rumex patientia ssp. recurvatus;;;FALSCH;9582
9583;RUMESP.;Rumex sp.;Rumex sp.;;;FALSCH;9583
9584;RUSCHYP;Ruscus hypoglossum;Ruscus hypoglossum;;;FALSCH;9584
9585;RUSCSP.;Ruscus sp.;Ruscus sp.;;;FALSCH;9585
9586;RUTAGRA;Ruta graveolens;Ruta graveolens;;;FALSCH;9586
9587;RUTASP.;Ruta sp.;Ruta sp.;;;FALSCH;9587
9588;SACCVIT;Saccogyna viticulosa;Saccogyna viticulosa;;;FALSCH;9588
9589;SACCSP.;Saccogyna sp.;Saccogyna sp.;;;FALSCH;9589
9590;SACOICM;Saccomorpha icmalea;Saccomorpha icmalea;;;FALSCH;9590
9591;SACOOLI;Saccomorpha oligotroph;Saccomorpha oligotropha;;;FALSCH;9591
9592;SACOULI;Saccomorpha uliginosa;Saccomorpha uliginosa;;;FALSCH;9592
9593;SACOSP.;Saccomorpha sp.;Saccomorpha sp.;;;FALSCH;9593
9594;SAELGLA;Saelania glaucescens;Saelania glaucescens;;;FALSCH;9594
9595;SAELSP.;Saelania sp.;Saelania sp.;;;FALSCH;9595
9596;SAGEBAR;Sagediopsis barbara;Sagediopsis barbara;;;FALSCH;9596
9597;SAGECAM;Sagediopsis campsteria;Sagediopsis campsteriana;;;FALSCH;9597
9598;SAGEFIS;Sagediopsis fissurised;Sagediopsis fissurisedens;;;FALSCH;9598
9599;SAGESP.;Sagediopsis sp.;Sagediopsis sp.;;;FALSCH;9599
9600;SAGIAPT;Sagina apetala ag.;Sagina apetala agg.;;;FALSCH;9600
9601;SAGIAPE;Sagina apetala;Sagina apetala;;;FALSCH;9601
9602;SAGIMIC;Sagina micropetala;Sagina micropetala;;;FALSCH;9602
9603;SAGINOD;Sagina nodosa;Sagina nodosa;;;FALSCH;9603
9604;SAGIPRO;Sagina procumbens;Sagina procumbens;;;FALSCH;9604
9605;SAGIP*S;Sagina procum x sagino;Sagina procumbens x saginoides;;;FALSCH;9605
9606;SAGISAG;Sagina saginoides;Sagina saginoides;;;FALSCH;9606
9607;SAGISUB;Sagina subulata;Sagina subulata;;;FALSCH;9607
9608;SAGISP.;Sagina sp.;Sagina sp.;;;FALSCH;9608
9609;SAGOPRO;Sagiolechia protuberan;Sagiolechia protuberans;;;FALSCH;9609
9610;SAGORHE;Sagiolechia rhexobleph;Sagiolechia rhexoblephara;;;FALSCH;9610
9611;SAGOSP.;Sagiolechia sp.;Sagiolechia sp.;;;FALSCH;9611
9612;SAGTLAT;Sagittaria latifolia;Sagittaria latifolia;;;FALSCH;9612
9613;SAGTSAG;Sagittaria sagittifoli;Sagittaria sagittifolia;;;FALSCH;9613
9614;SAGTSP.;Sagittaria sp.;Sagittaria sp.;;;FALSCH;9614
9615;SALIPRO;Salicornia prostrata;Salicornia prostrata;;;FALSCH;9615
9616;SALISP.;Salicornia sp.;Salicornia sp.;;;FALSCH;9616
9617;SALXALB;Salix alba;Salix alba;;;FALSCH;9617
9618;SALXALP;Salix alpina;Salix alpina;;;FALSCH;9618
9619;SALXAPE;Salix appendiculat ag.;Salix appendiculata agg.;;;FALSCH;9619
9620;SALXAPP;Salix appendiculata;Salix appendiculata;;;FALSCH;9620
9621;SALXARB;Salix arbuscula ag.;Salix arbuscula agg.;;;FALSCH;9621
9622;SALXATR;Salix atrocinerea;Salix atrocinerea;;;FALSCH;9622
9623;SALXAUR;Salix aurita;Salix aurita;;;FALSCH;9623
9624;SALXBIC;Salix bicolor;Salix bicolor;;;FALSCH;9624
9625;SALXBRE;Salix breviserrata;Salix breviserrata;;;FALSCH;9625
9626;SALXCAE;Salix caesia;Salix caesia;;;FALSCH;9626
9627;SALXCAL;Salix calodendron;Salix calodendron;;;FALSCH;9627
9628;SALXCAP;Salix caprea;Salix caprea;;;FALSCH;9628
9629;SALXCIE;Salix cinerea ag.;Salix cinerea agg.;;;FALSCH;9629
9630;SALXCIN;Salix cinerea;Salix cinerea;;;FALSCH;9630
9631;SALXDAP;Salix daphnoides;Salix daphnoides;;;FALSCH;9631
9632;SALXDAS;Salix dasyclados;Salix dasyclados;;;FALSCH;9632
9633;SALXELE;Salix eleagnos;Salix eleagnos;;;FALSCH;9633
9634;SALXFOE;Salix foetida;Salix foetida;;;FALSCH;9634
9635;SALXFRG;Salix fragilis ag.;Salix fragilis agg.;;;FALSCH;9635
9636;SALXFRA;Salix fragilis;Salix fragilis;;;FALSCH;9636
9637;SALXGLA;Salix glabra;Salix glabra;;;FALSCH;9637
9638;SALXGLU;Salix glaucosericea;Salix glaucosericea;;;FALSCH;9638
9639;SALXHAS;Salix hastata;Salix hastata;;;FALSCH;9639
9640;SALXHEG;Salix hegetschweileri;Salix hegetschweileri;;;FALSCH;9640
9641;SALXHEL;Salix helvetica;Salix helvetica;;;FALSCH;9641
9642;SALXHER;Salix herbacea;Salix herbacea;;;FALSCH;9642
9643;SALXKIT;Salix kitaibeliana;Salix kitaibeliana;;;FALSCH;9643
9644;SALXLAG;Salix laggeri;Salix laggeri;;;FALSCH;9644
9645;SALXLAO;Salix lapponum ag.;Salix lapponum agg.;;;FALSCH;9645
9646;SALXLAP;Salix lapponum;Salix lapponum;;;FALSCH;9646
9647;SALXMIE;Salix mielichhoferi;Salix mielichhoferi;;;FALSCH;9647
9648;SALXMYR;Salix myrsinifolia;Salix myrsinifolia;;;FALSCH;9648
9649;SALXMYS;Salix myrsinites ag.;Salix myrsinites agg.;;;FALSCH;9649
9650;SALXMYT;Salix myrtilloides;Salix myrtilloides;;;FALSCH;9650
9651;SALXNIG;Salix nigricans ag.;Salix nigricans agg.;;;FALSCH;9651
9652;SALXPEN;Salix pentandra;Salix pentandra;;;FALSCH;9652
9653;SALXPUR;Salix purpurea;Salix purpurea;;;FALSCH;9653
9654;SALXREP;Salix repens;Salix repens;;;FALSCH;9654
9655;SALXREE;Salix repens s. repens;Salix repens ssp. repens;;;FALSCH;9655
9656;SALXREN;Salix repens s. rosmar;Salix repens ssp. rosmarinifolia;;;FALSCH;9656
9657;SALXRET;Salix reticulata;Salix reticulata;;;FALSCH;9657
9658;SALXRES;Salix retusa ag.;Salix retusa agg.;;;FALSCH;9658
9659;SALXREU;Salix retusa;Salix retusa;;;FALSCH;9659
9660;SALXSER;Salix serpillifolia;Salix serpillifolia;;;FALSCH;9660
9661;SALXSIL;Salix silesiaca;Salix silesiaca;;;FALSCH;9661
9662;SALXSTA;Salix starkeana;Salix starkeana;;;FALSCH;9662
9663;SALXTRI;Salix triandra;Salix triandra;;;FALSCH;9663
9664;SALXTRA;Salix triand s. amygda;Salix triandra ssp. amygdalina;;;FALSCH;9664
9665;SALXTRN;Salix triand s. triand;Salix triandra ssp. triandra;;;FALSCH;9665
9666;SALXVIM;Salix viminalis;Salix viminalis;;;FALSCH;9666
9667;SALXWAL;Salix waldsteiniana;Salix waldsteiniana;;;FALSCH;9667
9668;SALX*RU;Salix x rubens;Salix x rubens;;;FALSCH;9668
9669;SALXPHY;Salix phylicifolia;Salix phylicifolia;;;FALSCH;9669
9670;SALXSP.;Salix sp.;Salix sp.;;;FALSCH;9670
9671;SALPSIN;Salpiglossis sinuata;Salpiglossis sinuata;;;FALSCH;9671
9672;SALPSP.;Salpiglossis sp.;Salpiglossis sp.;;;FALSCH;9672
9673;SALSKAL;Salsola kali;Salsola kali;;;FALSCH;9673
9674;SALSKAI;Salsola kali s. ruthen;Salsola kali ssp. ruthenica;;;FALSCH;9674
9675;SALSSP.;Salsola sp.;Salsola sp.;;;FALSCH;9675
9676;SALVAET;Salvia aethiopis;Salvia aethiopis;;;FALSCH;9676
9677;SALVAUS;Salvia austriaca;Salvia austriaca;;;FALSCH;9677
9678;SALVGLU;Salvia glutinosa;Salvia glutinosa;;;FALSCH;9678
9679;SALVNEM;Salvia nemorosa;Salvia nemorosa;;;FALSCH;9679
9680;SALVOFF;Salvia officinalis;Salvia officinalis;;;FALSCH;9680
9681;SALVPRA;Salvia pratensis;Salvia pratensis;;;FALSCH;9681
9682;SALVREF;Salvia reflexa;Salvia reflexa;;;FALSCH;9682
9683;SALVSCL;Salvia sclarea;Salvia sclarea;;;FALSCH;9683
9684;SALVVET;Salvia verticillata;Salvia verticillata;;;FALSCH;9684
9685;SALVVIR;Salvia viridis;Salvia viridis;;;FALSCH;9685
9686;SALVSPL;Salvia splendens;Salvia splendens;;;FALSCH;9686
9687;SALVVER;Salvia verbenaca;Salvia verbenaca;;;FALSCH;9687
9688;SALVSP.;Salvia sp.;Salvia sp.;;;FALSCH;9688
9689;SALNAUR;Salvinia auriculata;Salvinia auriculata;;;FALSCH;9689
9690;SALNNAT;Salvinia natans;Salvinia natans;;;FALSCH;9690
9691;SALNSP.;Salvinia sp.;Salvinia sp.;;;FALSCH;9691
9692;SAMBEBU;Sambucus ebulus;Sambucus ebulus;;;FALSCH;9692
9693;SAMBNIG;Sambucus nigra;Sambucus nigra;;;FALSCH;9693
9694;SAMBRAC;Sambucus racemosa;Sambucus racemosa;;;FALSCH;9694
9695;SAMBSP.;Sambucus sp.;Sambucus sp.;;;FALSCH;9695
9696;SAMOVAL;Samolus valerandi;Samolus valerandi;;;FALSCH;9696
9697;SAMOSP.;Samolus sp.;Samolus sp.;;;FALSCH;9697
9698;SANGDOD;Sanguisorba dodecandra;Sanguisorba dodecandra;;;FALSCH;9698
9699;SANGMIN;Sanguisorba minor;Sanguisorba minor;;;FALSCH;9699
9700;SANGMIO;Sanguis minor s. minor;Sanguisorba minor ssp. minor;;;FALSCH;9700
9701;SANGMIR;Sangui minor s. polyga;Sanguisorba minor ssp. polygama;;;FALSCH;9701
9702;SANGMIA;Sangui minor s. verruc;Sanguisorba minor ssp. verrucosa;;;FALSCH;9702
9703;SANGOFF;Sanguisorba officinali;Sanguisorba officinalis;;;FALSCH;9703
9704;SANGSP.;Sanguisorba sp.;Sanguisorba sp.;;;FALSCH;9704
9705;SANIEUR;Sanicula europaea;Sanicula europaea;;;FALSCH;9705
9706;SANISP.;Sanicula sp.;Sanicula sp.;;;FALSCH;9706
9707;SANONIV;Sanionia nivalis;Sanionia nivalis;;;FALSCH;9707
9708;SANOORT;Sanionia orthothecioid;Sanionia orthothecioides;;;FALSCH;9708
9709;SANOSP.;Sanionia sp.;Sanionia sp.;;;FALSCH;9709
9710;SANTCHA;Santolina chamaecypari;Santolina chamaecyparissus;;;FALSCH;9710
9711;SANTSP.;Santolina sp.;Santolina sp.;;;FALSCH;9711
9712;SANVPRO;Sanvitalia procumbens;Sanvitalia procumbens;;;FALSCH;9712
9713;SANVSP.;Sanvitalia sp.;Sanvitalia sp.;;;FALSCH;9713
9714;SAPOOCY;Saponaria ocymoides;Saponaria ocymoides;;;FALSCH;9714
9715;SAPOOFF;Saponaria officinalis;Saponaria officinalis;;;FALSCH;9715
9716;SAPOPUM;Saponaria pumila;Saponaria pumila;;;FALSCH;9716
9717;SAPOSP.;Saponaria sp.;Saponaria sp.;;;FALSCH;9717
9718;SARCCLA;Sarcogyne clavus;Sarcogyne clavus;;;FALSCH;9718
9719;SARCCRE;Sarcogyne cretacea;Sarcogyne cretacea;;;FALSCH;9719
9720;SARCDIS;Sarcogyne distinguenda;Sarcogyne distinguenda;;;FALSCH;9720
9721;SARCFAL;Sarcogyne fallax;Sarcogyne fallax;;;FALSCH;9721
9722;SARCLAT;Sarcogyne latericola;Sarcogyne latericola;;;FALSCH;9722
9723;SARCPRI;Sarcogyne privigna;Sarcogyne privigna;;;FALSCH;9723
9724;SARCPRV;Sarcog privig v. calci;Sarcogyne privigna var. calcicola;;;FALSCH;9724
9725;SARCPRU;Sarcog pruino v. platy;Sarcogyne pruinosa var. platycarpo;;;FALSCH;9725
9726;SARCREG;Sarcogyne regularis;Sarcogyne regularis;;;FALSCH;9726
9727;SARCURC;Sarcogyne urceolata;Sarcogyne urceolata;;;FALSCH;9727
9728;SARCSP.;Sarcogyne sp.;Sarcogyne sp.;;;FALSCH;9728
9729;SAROGIB;Sarcopyrenia gibba;Sarcopyrenia gibba;;;FALSCH;9729
9730;SAROSP.;Sarcopyrenia sp.;Sarcopyrenia sp.;;;FALSCH;9730
9731;SARSCAM;Sarcosagium campestre;Sarcosagium campestre;;;FALSCH;9731
9732;SARSSP.;Sarcosagium sp.;Sarcosagium sp.;;;FALSCH;9732
9733;SAREDIF;Sarea difformis;Sarea difformis;;;FALSCH;9733
9734;SARERES;Sarea resinae;Sarea resinae;;;FALSCH;9734
9735;SARESP.;Sarea sp.;Sarea sp.;;;FALSCH;9735
9736;SATUHOR;Satureja hortensis;Satureja hortensis;;;FALSCH;9736
9737;SATUMON;Satureja montana;Satureja montana;;;FALSCH;9737
9738;SATUSP.;Satureja sp.;Satureja sp.;;;FALSCH;9738
9739;SAUSALP;Saussurea alpina;Saussurea alpina;;;FALSCH;9739
9740;SAUSALI;Saussu alpina s. alpin;Saussurea alpina ssp. alpina;;;FALSCH;9740
9741;SAUSALN;Saussu alpina s. macro;Saussurea alpina ssp. macrophylla;;;FALSCH;9741
9742;SAUSDIS;Saussurea discolor;Saussurea discolor;;;FALSCH;9742
9743;SAUSPYG;Saussurea pygmaea;Saussurea pygmaea;;;FALSCH;9743
9744;SAUSSP.;Saussurea sp.;Saussurea sp.;;;FALSCH;9744
9745;SAUTALP;Sauteria alpina;Sauteria alpina;;;FALSCH;9745
9746;SAUTSP.;Sauteria sp.;Sauteria sp.;;;FALSCH;9746
9747;SAXIADS;Saxifraga adscendens;Saxifraga adscendens;;;FALSCH;9747
9748;SAXIAIZ;Saxifraga aizoides;Saxifraga aizoides;;;FALSCH;9748
9749;SAXIAND;Saxifraga androsacea;Saxifraga androsacea;;;FALSCH;9749
9750;SAXIAPH;Saxifraga aphylla;Saxifraga aphylla;;;FALSCH;9750
9751;SAXIASP;Saxifraga aspera;Saxifraga aspera;;;FALSCH;9751
9752;SAXIBIL;Saxifraga biflora ag.;Saxifraga biflora agg.;;;FALSCH;9752
9753;SAXIBIF;Saxifraga biflora;Saxifraga biflora;;;FALSCH;9753
9754;SAXIBLE;Saxifraga blepharophyl;Saxifraga blepharophylla;;;FALSCH;9754
9755;SAXIBRY;Saxifraga bryoides;Saxifraga bryoides;;;FALSCH;9755
9756;SAXIBUL;Saxifraga bulbifera;Saxifraga bulbifera;;;FALSCH;9756
9757;SAXIBUR;Saxifraga burseriana;Saxifraga burseriana;;;FALSCH;9757
9758;SAXICAE;Saxifraga caesia;Saxifraga caesia;;;FALSCH;9758
9759;SAXICAR;Saxifraga carpathica;Saxifraga carpathica;;;FALSCH;9759
9760;SAXICER;Saxifraga cernua;Saxifraga cernua;;;FALSCH;9760
9761;SAXICOT;Saxifraga cotyledon;Saxifraga cotyledon;;;FALSCH;9761
9762;SAXICRU;Saxifraga crustata;Saxifraga crustata;;;FALSCH;9762
9763;SAXICUN;Saxifraga cuneifolia;Saxifraga cuneifolia;;;FALSCH;9763
9764;SAXICUE;Saxifr cuneif s. robus;Saxifraga cuneifolia ssp. robusta;;;FALSCH;9764
9765;SAXIEXR;Saxifraga exarata ag.;Saxifraga exarata agg.;;;FALSCH;9765
9766;SAXIEXA;Saxifraga exarata;Saxifraga exarata;;;FALSCH;9766
9767;SAXIGRA;Saxifraga granulata;Saxifraga granulata;;;FALSCH;9767
9768;SAXIHIE;Saxifraga hieraciifoli;Saxifraga hieraciifolia;;;FALSCH;9768
9769;SAXIHIR;Saxifraga hirculus;Saxifraga hirculus;;;FALSCH;9769
9770;SAXIHIS;Saxifraga hirsuta;Saxifraga hirsuta;;;FALSCH;9770
9771;SAXIHOH;Saxifraga hohenwartii;Saxifraga hohenwartii;;;FALSCH;9771
9772;SAXIHOS;Saxifraga hostii;Saxifraga hostii;;;FALSCH;9772
9773;SAXIHOT;Saxifr hostii s. hosti;Saxifraga hostii ssp. hostii;;;FALSCH;9773
9774;SAXIMOS;Saxifraga moschata;Saxifraga moschata;;;FALSCH;9774
9775;SAXIMUS;Saxifraga muscoides;Saxifraga muscoides;;;FALSCH;9775
9776;SAXIMUT;Saxifraga mutata;Saxifraga mutata;;;FALSCH;9776
9777;SAXIOPO;Saxifraga oppositi ag.;Saxifraga oppositifolia agg.;;;FALSCH;9777
9778;SAXIOPP;Saxifraga oppositifoli;Saxifraga oppositifolia;;;FALSCH;9778
9779;SAXIOPS;Saxifr opposi s. oppos;Saxifraga oppositifolia ssp. oppositifolia;;;FALSCH;9779
9780;SAXIPAN;Saxifraga paniculata;Saxifraga paniculata;;;FALSCH;9780
9781;SAXIPAR;Saxifraga paradoxa;Saxifraga paradoxa;;;FALSCH;9781
9782;SAXIPET;Saxifraga petraea;Saxifraga petraea;;;FALSCH;9782
9783;SAXIRET;Saxifraga retusa;Saxifraga retusa;;;FALSCH;9783
9784;SAXIROT;Saxifraga rotundifolia;Saxifraga rotundifolia;;;FALSCH;9784
9785;SAXIRUD;Saxifraga rudolphiana;Saxifraga rudolphiana;;;FALSCH;9785
9786;SAXISEO;Saxifraga sedoides ag.;Saxifraga sedoides agg.;;;FALSCH;9786
9787;SAXISED;Saxifraga sedoides;Saxifraga sedoides;;;FALSCH;9787
9788;SAXISEG;Saxifraga seguieri;Saxifraga seguieri;;;FALSCH;9788
9789;SAXISPO;Saxifraga sponhemica;Saxifraga sponhemica;;;FALSCH;9789
9790;SAXISQU;Saxifraga squarrosa;Saxifraga squarrosa;;;FALSCH;9790
9791;SAXISTE;Saxifraga stellaris;Saxifraga stellaris;;;FALSCH;9791
9792;SAXISTL;Saxifr stella s. proli;Saxifraga stellaris ssp. prolifera;;;FALSCH;9792
9793;SAXISTA;Saxifr stella s. robus;Saxifraga stellaris ssp. robusta;;;FALSCH;9793
9794;SAXITEN;Saxifraga tenella;Saxifraga tenella;;;FALSCH;9794
9795;SAXITRI;Saxifraga tridactylite;Saxifraga tridactylites;;;FALSCH;9795
9796;SAXIUMB;Saxifraga umbrosa ag.;Saxifraga umbrosa agg.;;;FALSCH;9796
9797;SAXIWAH;Saxifraga wahlenbergii;Saxifraga wahlenbergii;;;FALSCH;9797
9798;SAXI*GE;Saxifraga x geum;Saxifraga x geum;;;FALSCH;9798
9799;SAXI*KO;Saxifraga x kochii;Saxifraga x kochii;;;FALSCH;9799
9800;SAXICYM;Saxifraga cymbalaria;Saxifraga cymbalaria;;;FALSCH;9800
9801;SAXICYB;Saxifr cymbal v. hueti;Saxifraga cymbalaria var. huetiana;;;FALSCH;9801
9802;SAXIMOC;Saxifr moscha v. basal;Saxifraga moschata var. basaltica;;;FALSCH;9802
9803;SAXIMOH;Saxifr moscha v. domin;Saxifraga moschata var. dominii;;;FALSCH;9803
9804;SAXIMOA;Saxifr moscha v. kotul;Saxifraga moschata var. kotulae;;;FALSCH;9804
9805;SAXIROS;Saxifr rosace s. stein;Saxifraga rosacea ssp. steinmannii;;;FALSCH;9805
9806;SAXISP.;Saxifraga sp.;Saxifraga sp.;;;FALSCH;9806
9807;SCABCAN;Scabiosa canescens;Scabiosa canescens;;;FALSCH;9807
9808;SCABCOU;Scabiosa columbari ag.;Scabiosa columbaria agg.;;;FALSCH;9808
9809;SCABCOL;Scabiosa columbaria;Scabiosa columbaria;;;FALSCH;9809
9810;SCABLUC;Scabiosa lucida;Scabiosa lucida;;;FALSCH;9810
9811;SCABOCH;Scabiosa ochroleuca;Scabiosa ochroleuca;;;FALSCH;9811
9812;SCABTRI;Scabiosa triandra;Scabiosa triandra;;;FALSCH;9812
9813;SCABLUI;Scabio lucida s. lucid;Scabiosa lucida ssp. lucida;;;FALSCH;9813
9814;SCABLUD;Scabio lucida s. pseud;Scabiosa lucida ssp. pseudobanatica;;;FALSCH;9814
9815;SCABSP.;Scabiosa sp.;Scabiosa sp.;;;FALSCH;9815
9816;SCANPEC;Scandix pecten-veneris;Scandix pecten-veneris;;;FALSCH;9816
9817;SCANPET;Scandi pecten s. pecte;Scandix pecten-veneris ssp. pecten-veneris;;;FALSCH;9817
9818;SCANSP.;Scandix sp.;Scandix sp.;;;FALSCH;9818
9819;SCAPAEQ;Scapania aequiloba;Scapania aequiloba;;;FALSCH;9819
9820;SCAPAPI;Scapania apiculata;Scapania apiculata;;;FALSCH;9820
9821;SCAPASP;Scapania aspera;Scapania aspera;;;FALSCH;9821
9822;SCAPCAL;Scapania calcicola;Scapania calcicola;;;FALSCH;9822
9823;SCAPCAI;Scapan calcic s. ligul;Scapania calcicola ssp. ligulifolia;;;FALSCH;9823
9824;SCAPCAC;Scapan calcic s. calci;Scapania calcicola ssp. calcicola;;;FALSCH;9824
9825;SCAPCAR;Scapania carinthiaca;Scapania carinthiaca;;;FALSCH;9825
9826;SCAPCOM;Scapania compacta;Scapania compacta;;;FALSCH;9826
9827;SCAPCRA;Scapania crassiretis;Scapania crassiretis;;;FALSCH;9827
9828;SCAPCUR;Scapania curta;Scapania curta;;;FALSCH;9828
9829;SCAPCUS;Scapania cuspiduligera;Scapania cuspiduligera;;;FALSCH;9829
9830;SCAPDEG;Scapania degenii;Scapania degenii;;;FALSCH;9830
9831;SCAPGLA;Scapania glaucocephala;Scapania glaucocephala;;;FALSCH;9831
9832;SCAPGRA;Scapania gracilis;Scapania gracilis;;;FALSCH;9832
9833;SCAPGYM;Scapania gymnostomophi;Scapania gymnostomophila;;;FALSCH;9833
9834;SCAPHEL;Scapania helvetica;Scapania helvetica;;;FALSCH;9834
9835;SCAPHYP;Scapania hyperborea;Scapania hyperborea;;;FALSCH;9835
9836;SCAPIRR;Scapania irrigua;Scapania irrigua;;;FALSCH;9836
9837;SCAPIRI;Scapan irrigu s. irrig;Scapania irrigua ssp. irrigua;;;FALSCH;9837
9838;SCAPIRG;Scapan irrigu s. rufes;Scapania irrigua ssp. rufescens;;;FALSCH;9838
9839;SCAPKAU;Scapania kaurinii;Scapania kaurinii;;;FALSCH;9839
9840;SCAPLIN;Scapania lingulata;Scapania lingulata;;;FALSCH;9840
9841;SCAPMAS;Scapania massalongi;Scapania massalongi;;;FALSCH;9841
9842;SCAPMUC;Scapania mucronata;Scapania mucronata;;;FALSCH;9842
9843;SCAPMUR;Scapan mucron s. mucro;Scapania mucronata ssp. mucronata;;;FALSCH;9843
9844;SCAPMUO;Scapan mucron s. praet;Scapania mucronata ssp. praetervisa;;;FALSCH;9844
9845;SCAPNEM;Scapania nemorea;Scapania nemorea;;;FALSCH;9845
9846;SCAPNIM;Scapania nimbosa;Scapania nimbosa;;;FALSCH;9846
9847;SCAPOBC;Scapania obcordata;Scapania obcordata;;;FALSCH;9847
9848;SCAPORN;Scapania ornithopodioi;Scapania ornithopodioides;;;FALSCH;9848
9849;SCAPPAL;Scapania paludicola;Scapania paludicola;;;FALSCH;9849
9850;SCAPPAU;Scapania paludosa;Scapania paludosa;;;FALSCH;9850
9851;SCAPPAR;Scapania parvifolia;Scapania parvifolia;;;FALSCH;9851
9852;SCAPSCA;Scapania scandica;Scapania scandica;;;FALSCH;9852
9853;SCAPSCP;Scapania scapanioides;Scapania scapanioides;;;FALSCH;9853
9854;SCAPSIM;Scapania simmonsii;Scapania simmonsii;;;FALSCH;9854
9855;SCAPSPH;Scapania sphaerifera;Scapania sphaerifera;;;FALSCH;9855
9856;SCAPSPI;Scapania spitsbergensi;Scapania spitsbergensis;;;FALSCH;9856
9857;SCAPSUB;Scapania subalpina;Scapania subalpina;;;FALSCH;9857
9858;SCAPTUN;Scapania tundrae;Scapania tundrae;;;FALSCH;9858
