name	author	association	suballiance	alliance	order	class
Oxalido-Duchesnetum indicae		TRUE	FALSE	FALSE	FALSE	FALSE
Poo alpinae-Trisetetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Polygono-Trisetion		FALSE	FALSE	TRUE	FALSE	FALSE
Trisetetum flavescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Astrantio-Trisetetum		TRUE	FALSE	FALSE	FALSE	FALSE
Geranio lividi-Trisetetum		TRUE	FALSE	FALSE	FALSE	FALSE
Poion alpinae		FALSE	FALSE	TRUE	FALSE	FALSE
Crepido-Cynosuretum		TRUE	FALSE	FALSE	FALSE	FALSE
Crepido-Festucetum commutatae		TRUE	FALSE	FALSE	FALSE	FALSE
Alchemillo-Poion supinae		FALSE	FALSE	TRUE	FALSE	FALSE
Alchemillo-Poetum supinae		TRUE	FALSE	FALSE	FALSE	FALSE
Deschampsio cespitosae-Poetum alpinae		TRUE	FALSE	FALSE	FALSE	FALSE
Poetum alpino-supinae		TRUE	FALSE	FALSE	FALSE	FALSE
Potentillo-Polygonetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Potentillion anserinae		FALSE	FALSE	TRUE	FALSE	FALSE
Ranunculo repentis-Alopecuretum geniculati		TRUE	FALSE	FALSE	FALSE	FALSE
Rumici crispi-Agrostietum stoloniferae		TRUE	FALSE	FALSE	FALSE	FALSE
Dactylido-Festucetum arundinaceae		TRUE	FALSE	FALSE	FALSE	FALSE
Junco inflexi-Menthetum longifoliae		TRUE	FALSE	FALSE	FALSE	FALSE
Agrostis stolonifera-Potentilla anserina-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Potentilla reptans-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Ranunculus repens-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Lysimachia nummularia-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Calluno-Ulicetea		FALSE	FALSE	FALSE	FALSE	TRUE
Vaccinio-Genistetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Genistion pilosae		FALSE	FALSE	TRUE	FALSE	FALSE
Cytiso supini-Antennarietum		TRUE	FALSE	FALSE	FALSE	FALSE
Genisto pilosae-Callunetum		TRUE	FALSE	FALSE	FALSE	FALSE
Vaccinio-Callunetum		TRUE	FALSE	FALSE	FALSE	FALSE
Nardetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Violion caninae		FALSE	FALSE	TRUE	FALSE	FALSE
Polygalo-Nardetum		TRUE	FALSE	FALSE	FALSE	FALSE
Gymnadenio-Nardetum		TRUE	FALSE	FALSE	FALSE	FALSE
Nardo-Juncion squarrosi		FALSE	FALSE	TRUE	FALSE	FALSE
Eriophoro angustifolii-Nardetum		TRUE	FALSE	FALSE	FALSE	FALSE
Nardo-Agrostion tenuis		FALSE	FALSE	TRUE	FALSE	FALSE
Homogyno-Nardetum		TRUE	FALSE	FALSE	FALSE	FALSE
Lycopodio alpini-Nardetum		TRUE	FALSE	FALSE	FALSE	FALSE
Festuco-Brometea		FALSE	FALSE	FALSE	FALSE	TRUE
Brometalia erecti		FALSE	FALSE	FALSE	TRUE	FALSE
Bromion erecti		FALSE	FALSE	TRUE	FALSE	FALSE
Onobrychido viciifoliae-Brometum		FALSE	FALSE	TRUE	FALSE	FALSE
Euphorbio verrucosae-Caricetum montanae		TRUE	FALSE	FALSE	FALSE	FALSE
Carlino acaulis-Brometum		TRUE	FALSE	FALSE	FALSE	FALSE
Hypochoerido-Festucetum rupicolae		TRUE	FALSE	FALSE	FALSE	FALSE
Cirsio-Brachypodion pinnati		FALSE	FALSE	TRUE	FALSE	FALSE
Polygalo majoris-Brachypodietum pinnati		TRUE	FALSE	FALSE	FALSE	FALSE
Onobrychido arenariae-Brachypodietum pinnati		TRUE	FALSE	FALSE	FALSE	FALSE
Potentillo erectae-Brachypodietum pinnati		TRUE	FALSE	FALSE	FALSE	FALSE
Trifolio montani-Brachypodietum rupestris		TRUE	FALSE	FALSE	FALSE	FALSE
Asperulo tinctoriae-Brachypodietum rupestris		TRUE	FALSE	FALSE	FALSE	FALSE
Festucetalia valesiacae		FALSE	FALSE	FALSE	TRUE	FALSE
Festucion valesiacae		FALSE	FALSE	TRUE	FALSE	FALSE
Astragalo austriaci-Festucetum sulcatae		TRUE	FALSE	FALSE	FALSE	FALSE
Ranunculo illyrici-Festucetum valesiacae		TRUE	FALSE	FALSE	FALSE	FALSE
Medicagini minimae-Festucetum valesiacae		TRUE	FALSE	FALSE	FALSE	FALSE
Poo angustifoliae-Festucetum valesiacae		TRUE	FALSE	FALSE	FALSE	FALSE
Astragalo exscapi-Crambetum tatariae		TRUE	FALSE	FALSE	FALSE	FALSE
Stipo joannis-Avenastretum besseri		TRUE	FALSE	FALSE	FALSE	FALSE
Teucrio botryos-Andropogonetum ischaemii		TRUE	FALSE	FALSE	FALSE	FALSE
Potentillo puberulae-Festucetum sulcatae		TRUE	FALSE	FALSE	FALSE	FALSE
Potentillo arenariae-Festucetum pseudovinae		TRUE	FALSE	FALSE	FALSE	FALSE
Melica transsilvanica-Festuca rupicola-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Avenula pratensis-Festuca rupicola-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Calamagrostis epigejos-Galium verum-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Stipo-Poion xerophilae		FALSE	FALSE	TRUE	FALSE	FALSE
Astragalo-Brometum		TRUE	FALSE	FALSE	FALSE	FALSE
Achnathero-Stipetum capillatae		TRUE	FALSE	FALSE	FALSE	FALSE
Agropyro dumetori-Artemisietum absinthii		TRUE	FALSE	FALSE	FALSE	FALSE
Teucrio-Caricetum humilis		TRUE	FALSE	FALSE	FALSE	FALSE
Gentiano cruciatae-Centaureetum alpestris		TRUE	FALSE	FALSE	FALSE	FALSE
Koelerio-Phleetalia phleoidis		FALSE	FALSE	FALSE	TRUE	FALSE
Euphorbio-Callunion		FALSE	FALSE	TRUE	FALSE	FALSE
Carici humilis-Callunetum		TRUE	FALSE	FALSE	FALSE	FALSE
Verbascum austriacum-Festuca rupicola-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Stipo pulcherrimae-Festucetalia pallentis		FALSE	FALSE	FALSE	TRUE	FALSE
Diantho lumnitzeri-Seslerion albicantis		FALSE	FALSE	TRUE	FALSE	FALSE
Seslerio-Festucion pallentis	Willner 2013	FALSE	FALSE	TRUE	FALSE	FALSE
Fumano-Stipetum eriocaulis		TRUE	FALSE	FALSE	FALSE	FALSE
Carici humilis-Seslerietum calcariae		TRUE	FALSE	FALSE	FALSE	FALSE
Seslerietum budensis		TRUE	FALSE	FALSE	FALSE	FALSE
Drabo lasiocarpae-Dianthetum neilreichii		TRUE	FALSE	FALSE	FALSE	FALSE
Drabo aizoidis-Seslerietum albicantis		TRUE	FALSE	FALSE	FALSE	FALSE
Teucrio montani-Seselietum austriaci		TRUE	FALSE	FALSE	FALSE	FALSE
Seselietum austriaci		TRUE	FALSE	FALSE	FALSE	FALSE
Koelerio pyramidatae-Teucrietum montani		TRUE	FALSE	FALSE	FALSE	FALSE
Festuco stenanthae-Stipetum eriocaulis		TRUE	FALSE	FALSE	FALSE	FALSE
Sileno hayekianae-Seslerietum albicantis		TRUE	FALSE	FALSE	FALSE	FALSE
Bromo pannonici-Festucion pallentis		FALSE	FALSE	TRUE	FALSE	FALSE
Poo badensis-Festucetum pallentis		TRUE	FALSE	FALSE	FALSE	FALSE
Sempervivetum soboliferi		TRUE	FALSE	FALSE	FALSE	FALSE
Festuco pallentis-Caricetum humilis		TRUE	FALSE	FALSE	FALSE	FALSE
Alysso saxatilis-Festucion pallentis		FALSE	FALSE	TRUE	FALSE	FALSE
Alysso saxatilis-Festucetum pallentis		TRUE	FALSE	FALSE	FALSE	FALSE
Avenulo adsurgentis-Festucion pallentis		FALSE	FALSE	TRUE	FALSE	FALSE
Armerio-Potentilletum arenariae		TRUE	FALSE	FALSE	FALSE	FALSE
Festucetalia vaginatae		FALSE	FALSE	FALSE	TRUE	FALSE
Festucion vaginatae		FALSE	FALSE	TRUE	FALSE	FALSE
Festucetum vaginatae		TRUE	FALSE	FALSE	FALSE	FALSE
Koelerio-Corynephoretea		FALSE	FALSE	FALSE	FALSE	TRUE
Corynephoretalia canescentis		FALSE	FALSE	FALSE	TRUE	FALSE
Corynephorion canescentis		FALSE	FALSE	TRUE	FALSE	FALSE
Thymo angustifolii-Corynephoretum canescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Koelerion arenariae		FALSE	FALSE	TRUE	FALSE	FALSE
Brometum tectorum		TRUE	FALSE	FALSE	FALSE	FALSE
Equisetetum ramosissimi		TRUE	FALSE	FALSE	FALSE	FALSE
Tortula ruralis-Sedum sexangulare-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Thero-Airion		FALSE	FALSE	TRUE	FALSE	FALSE
Filagini-Vulpietum		TRUE	FALSE	FALSE	FALSE	FALSE
Sedo-Scleranthetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Arabidopsidion thalianae		FALSE	FALSE	TRUE	FALSE	FALSE
Gageo bohemicae-Veronicetum dillenii		TRUE	FALSE	FALSE	FALSE	FALSE
Hyperico perforati-Scleranthion perennis		FALSE	FALSE	TRUE	FALSE	FALSE
Polytricho piliferi-Scleranthetum perennis		TRUE	FALSE	FALSE	FALSE	FALSE
Cerastio arvensis-Agrostietum pusillae		TRUE	FALSE	FALSE	FALSE	FALSE
Jasiono montanae-Dianthetum deltoidis		TRUE	FALSE	FALSE	FALSE	FALSE
Sedo-Scleranthion biennis		FALSE	FALSE	TRUE	FALSE	FALSE
Sclerantho-Sempervivetum arachnoidei		TRUE	FALSE	FALSE	FALSE	FALSE
Violo saxatilis-Saxifragetum asperae		TRUE	FALSE	FALSE	FALSE	FALSE
Alysso-Sedetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Alysso alyssoidis-Sedion albi		FALSE	FALSE	TRUE	FALSE	FALSE
Cerastietum pumili		TRUE	FALSE	FALSE	FALSE	FALSE
Erodio cicutarium-Brometum hordeacei		TRUE	FALSE	FALSE	FALSE	FALSE
Saxifrago tridactylito-Poetum compressae		TRUE	FALSE	FALSE	FALSE	FALSE
Alysso alyssoidis-Sedetum albi		TRUE	FALSE	FALSE	FALSE	FALSE
Sedo sexangularis-Sempervivetum tectorum		TRUE	FALSE	FALSE	FALSE	FALSE
Medicagini lupulinae-Sedetum spurium		TRUE	FALSE	FALSE	FALSE	FALSE
Petrorhagia saxifraga-Tortula ruralis-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Sedum acre-Ceratodon purpureus-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Puccinellio-Salicornietea		FALSE	FALSE	FALSE	TRUE	FALSE
Crypsidetalia aculeatae		FALSE	FALSE	FALSE	TRUE	FALSE
Cypero-Spergularion salinae		FALSE	FALSE	TRUE	FALSE	FALSE
Salicornietum prostratae		TRUE	FALSE	FALSE	FALSE	FALSE
Crypsido aculeatae-Suaedetum maritimae		TRUE	FALSE	FALSE	FALSE	FALSE
Suaedetum pannonicae		TRUE	FALSE	FALSE	FALSE	FALSE
Crypsidetum aculeatae		TRUE	FALSE	FALSE	FALSE	FALSE
Atriplici prostratae-Chenopodietum crassifolii		TRUE	FALSE	FALSE	FALSE	FALSE
Atriplicetum prostratae		TRUE	FALSE	FALSE	FALSE	FALSE
Cyperetum pannonici		TRUE	FALSE	FALSE	FALSE	FALSE
Puccinellion peisonis		FALSE	FALSE	TRUE	FALSE	FALSE
Lepidietum crassifolii		TRUE	FALSE	FALSE	FALSE	FALSE
Atropidetum peisonis		TRUE	FALSE	FALSE	FALSE	FALSE
Puccinellietalia		FALSE	FALSE	FALSE	TRUE	FALSE
Puccinellion limosae		FALSE	FALSE	TRUE	FALSE	FALSE
Plantagini tenuiflorae-Pholiuretum pannonici		TRUE	FALSE	FALSE	FALSE	FALSE
Hordeetum hystricis		TRUE	FALSE	FALSE	FALSE	FALSE
Camphorosmetum annuae		TRUE	FALSE	FALSE	FALSE	FALSE
Puccinellietum limosae		TRUE	FALSE	FALSE	FALSE	FALSE
Festucion pseudovinae		FALSE	FALSE	TRUE	FALSE	FALSE
Artemisietum santonici		TRUE	FALSE	FALSE	FALSE	FALSE
Centaureo pannonicae-Festucetum pseudovinae		TRUE	FALSE	FALSE	FALSE	FALSE
Scorzonero-Juncetalia gerardii		FALSE	FALSE	FALSE	TRUE	FALSE
Scorzonero-Juncion gerardii		FALSE	FALSE	TRUE	FALSE	FALSE
Scorzonero parviflorae-Juncetum gerardii		TRUE	FALSE	FALSE	FALSE	FALSE
Taraxaco bessarabici-Caricetum distantis		TRUE	FALSE	FALSE	FALSE	FALSE
Loto-Potentilletum anserinae		TRUE	FALSE	FALSE	FALSE	FALSE
Carici distantis-Eleocharitetum quinqueflorae		TRUE	FALSE	FALSE	FALSE	FALSE
Lemnetea		FALSE	FALSE	FALSE	FALSE	TRUE
Lemnetalia minoris		FALSE	FALSE	FALSE	TRUE	FALSE
Lemnion minoris		FALSE	FALSE	TRUE	FALSE	FALSE
Lemnetum minoris		TRUE	FALSE	FALSE	FALSE	FALSE
Lemnetum gibbae		TRUE	FALSE	FALSE	FALSE	FALSE
Lemno-Spirodeletum polyrhizae		TRUE	FALSE	FALSE	FALSE	FALSE
Lemnetum trisulcae		TRUE	FALSE	FALSE	FALSE	FALSE
Riccietum fluitantis		TRUE	FALSE	FALSE	FALSE	FALSE
Ricciocarpetum natantis		TRUE	FALSE	FALSE	FALSE	FALSE
Hydrocharitetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Hydrocharition		FALSE	FALSE	TRUE	FALSE	FALSE
Hydrocharitetum morsus-ranae		TRUE	FALSE	FALSE	FALSE	FALSE
Stratiotetum aloidis		TRUE	FALSE	FALSE	FALSE	FALSE
Ceratophylletum demersi		TRUE	FALSE	FALSE	FALSE	FALSE
Utricularietalia minoris		FALSE	FALSE	FALSE	TRUE	FALSE
Utricularion vulgaris		FALSE	FALSE	TRUE	FALSE	FALSE
Lemno-Utricularietum vulgaris		TRUE	FALSE	FALSE	FALSE	FALSE
Utricularietum neglectae		TRUE	FALSE	FALSE	FALSE	FALSE
Charetea fragilis		FALSE	FALSE	FALSE	FALSE	TRUE
Nitelletalia flexilis		FALSE	FALSE	FALSE	TRUE	FALSE
Nitellion flexilis		FALSE	FALSE	TRUE	FALSE	FALSE
Nitelletum flexilis		TRUE	FALSE	FALSE	FALSE	FALSE
Nitellion syncarpae-tenuissimae		FALSE	FALSE	TRUE	FALSE	FALSE
Nitelletum mucronatae		TRUE	FALSE	FALSE	FALSE	FALSE
Nitelletum opacae		TRUE	FALSE	FALSE	FALSE	FALSE
Charetalia hispidae		FALSE	FALSE	FALSE	TRUE	FALSE
Charion fragilis		FALSE	FALSE	TRUE	FALSE	FALSE
Charetum asperae		TRUE	FALSE	FALSE	FALSE	FALSE
Magnocharetum hispidae		TRUE	FALSE	FALSE	FALSE	FALSE
Charetum tomentosae		TRUE	FALSE	FALSE	FALSE	FALSE
Charetum fragilis		TRUE	FALSE	FALSE	FALSE	FALSE
Charion vulgaris		FALSE	FALSE	TRUE	FALSE	FALSE
Charetum vulgaris		TRUE	FALSE	FALSE	FALSE	FALSE
Charo-Tolypelletum intricatae		TRUE	FALSE	FALSE	FALSE	FALSE
Charion canescentis		FALSE	FALSE	TRUE	FALSE	FALSE
Charetum canescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Potametea		FALSE	FALSE	FALSE	FALSE	TRUE
Potametalia		FALSE	FALSE	FALSE	TRUE	FALSE
Ranunculion fluitantis		FALSE	FALSE	TRUE	FALSE	FALSE
Beruletum submersae		TRUE	FALSE	FALSE	FALSE	FALSE
Callitrichetum obtusangulae		TRUE	FALSE	FALSE	FALSE	FALSE
Ranunculetum fluitantis		TRUE	FALSE	FALSE	FALSE	FALSE
Callitricho hamulatae-Ranunculetum fluitantis		TRUE	FALSE	FALSE	FALSE	FALSE
Potamion pectinati		FALSE	FALSE	TRUE	FALSE	FALSE
Potametum filiformis		TRUE	FALSE	FALSE	FALSE	FALSE
Hottonietum palustris		TRUE	FALSE	FALSE	FALSE	FALSE
Ranunculetum aquatilis		TRUE	FALSE	FALSE	FALSE	FALSE
Potametum lucentis		TRUE	FALSE	FALSE	FALSE	FALSE
Myriophyllo-Potametum lucentis		TRUE	FALSE	FALSE	FALSE	FALSE
Potamo perfoliati-Ranunculetum circinati		TRUE	FALSE	FALSE	FALSE	FALSE
Najadetum marinae		TRUE	FALSE	FALSE	FALSE	FALSE
Parvopotamo-Zannichellietum tenuis		TRUE	FALSE	FALSE	FALSE	FALSE
Potamogeton coloratus-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Potamogeton perfoliatus-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Potamogeton pectinatus-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Nymphaeion albae		FALSE	FALSE	TRUE	FALSE	FALSE
Limnanthemetum nymphaeoidis		TRUE	FALSE	FALSE	FALSE	FALSE
Trapetum natantis		TRUE	FALSE	FALSE	FALSE	FALSE
Nymphaeetum albo-luteae		TRUE	FALSE	FALSE	FALSE	FALSE
Nymphaeetum minoris		TRUE	FALSE	FALSE	FALSE	FALSE
Nupharetum pumilae		TRUE	FALSE	FALSE	FALSE	FALSE
Potamogeton natans-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Phragmiti-Magnocaricetea		FALSE	FALSE	FALSE	FALSE	TRUE
Phragmitetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Phragmition communis		FALSE	FALSE	TRUE	FALSE	FALSE
Phragmitetum vulgaris		TRUE	FALSE	FALSE	FALSE	FALSE
Scirpetum lacustris		TRUE	FALSE	FALSE	FALSE	FALSE
Typhetum angustifoliae		TRUE	FALSE	FALSE	FALSE	FALSE
Typhetum latifoliae		TRUE	FALSE	FALSE	FALSE	FALSE
Glycerietum aquaticae		TRUE	FALSE	FALSE	FALSE	FALSE
Acoretum calami		TRUE	FALSE	FALSE	FALSE	FALSE
Equisetetum limosi		TRUE	FALSE	FALSE	FALSE	FALSE
Leersietum oryzoidis		TRUE	FALSE	FALSE	FALSE	FALSE
Sparganietum erecti		TRUE	FALSE	FALSE	FALSE	FALSE
Magnocaricion elatae		FALSE	FALSE	TRUE	FALSE	FALSE
Caricenion rostratae		FALSE	TRUE	FALSE	FALSE	FALSE
Caricetum elatae		TRUE	FALSE	FALSE	FALSE	FALSE
Scorpidio-Caricetum dissolutae		TRUE	FALSE	FALSE	FALSE	FALSE
Cicuto-Caricetum pseudocyperi		TRUE	FALSE	FALSE	FALSE	FALSE
Mariscetum serrati		TRUE	FALSE	FALSE	FALSE	FALSE
Peucedano-Caricetum lasiocarpae		TRUE	FALSE	FALSE	FALSE	FALSE
Comaro-Caricetum lasiocarpae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum paradoxae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum paniculatae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum acutiformis		TRUE	FALSE	FALSE	FALSE	FALSE
Calamagrostietum canescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Caricenion gracilis		FALSE	TRUE	FALSE	FALSE	FALSE
Caricetum gracilis		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum oenensis		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum vesicariae		TRUE	FALSE	FALSE	FALSE	FALSE
Galio palustris-Caricetum ripariae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum intermediae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum vulpinae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum melanostachyae		TRUE	FALSE	FALSE	FALSE	FALSE
Phalaridetum arundinaceae		TRUE	FALSE	FALSE	FALSE	FALSE
Eleocharitetum palustris		TRUE	FALSE	FALSE	FALSE	FALSE
Iris pseudacorus-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Bolboschoenetalia maritimi		FALSE	FALSE	FALSE	TRUE	FALSE
Cirsio brachycephali-Bolboschoenion		FALSE	TRUE	FALSE	FALSE	FALSE
Bolboschoenetum maritimi		TRUE	FALSE	FALSE	FALSE	FALSE
Schoenoplectetum tabernaemontani		TRUE	FALSE	FALSE	FALSE	FALSE
Bolboschoeno-Phragmitetum communis		TRUE	FALSE	FALSE	FALSE	FALSE
Nasturtio-Glycerietalia		FALSE	FALSE	FALSE	TRUE	FALSE
Glycerio-Sparganion		FALSE	FALSE	TRUE	FALSE	FALSE
Glycerietum fluitantis		TRUE	FALSE	FALSE	FALSE	FALSE
Glycerietum plicatae		TRUE	FALSE	FALSE	FALSE	FALSE
Nasturtietum officinalis		TRUE	FALSE	FALSE	FALSE	FALSE
Veronica beccabunga-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Phalaridion arundinaceae		FALSE	FALSE	TRUE	FALSE	FALSE
Rorippo-Phalaridetum		TRUE	FALSE	FALSE	FALSE	FALSE
Calamagrostietum pseudophragmitis		TRUE	FALSE	FALSE	FALSE	FALSE
Oenanthetalia aquaticae		FALSE	FALSE	FALSE	TRUE	FALSE
Oenanthion aquaticae		FALSE	FALSE	TRUE	FALSE	FALSE
Oenantho aquaticae-Rorippetum amphibiae		TRUE	FALSE	FALSE	FALSE	FALSE
Sagittario-Sparganietum emersi		TRUE	FALSE	FALSE	FALSE	FALSE
Eleocharito palustri-Hippuridetum vulgaris		TRUE	FALSE	FALSE	FALSE	FALSE
Scirpetum radicantis		TRUE	FALSE	FALSE	FALSE	FALSE
Scheuchzerio-Caricetea fuscae		FALSE	FALSE	FALSE	FALSE	TRUE
Scheuchzerietalia palustris		FALSE	FALSE	FALSE	TRUE	FALSE
Rhynchosporion albae		FALSE	FALSE	TRUE	FALSE	FALSE
Caricetum limosae		TRUE	FALSE	FALSE	FALSE	FALSE
Sphagno tenelli-Rhynchosporetum albae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricion lasiocarpae		FALSE	FALSE	TRUE	FALSE	FALSE
Caricetum lasiocarpae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum rostratae		TRUE	FALSE	FALSE	FALSE	FALSE
Amblystegio scorpioidis-Caricetum diandrae		TRUE	FALSE	FALSE	FALSE	FALSE
Sphagno-Caricetum appropinquatae		TRUE	FALSE	FALSE	FALSE	FALSE
Amblystegio scorpioidis-Caricetum chordorrhizae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetalia fuscae		FALSE	FALSE	FALSE	TRUE	FALSE
Caricion fuscae		FALSE	FALSE	TRUE	FALSE	FALSE
Caricetum goodenowii		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum magellanicae		TRUE	FALSE	FALSE	FALSE	FALSE
Eriophoretum scheuchzeri		TRUE	FALSE	FALSE	FALSE	FALSE
Menyantho trifoliatae-Sphagnetum teretis		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetalia davallianae		FALSE	FALSE	FALSE	TRUE	FALSE
Caricion davallianae		FALSE	FALSE	TRUE	FALSE	FALSE
Amblystegio stellati-Caricetum dioicae		TRUE	FALSE	FALSE	FALSE	FALSE
Schoenetum ferruginei		TRUE	FALSE	FALSE	FALSE	FALSE
Junco obtusiflori-Schoenetum nigricantis		TRUE	FALSE	FALSE	FALSE	FALSE
Juncetum subnodulosi		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum davallianae		TRUE	FALSE	FALSE	FALSE	FALSE
Amblystegio intermedii-Scirpetum austriaci		TRUE	FALSE	FALSE	FALSE	FALSE
Eleocharitetum pauciflorae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum frigidae		TRUE	FALSE	FALSE	FALSE	FALSE
Juncetum alpini		TRUE	FALSE	FALSE	FALSE	FALSE
Astero bellidiastrum-Saxifragetum mutatae		TRUE	FALSE	FALSE	FALSE	FALSE
Equiseto variegati-Typhetum minimae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricion atrofusco-saxatilis		FALSE	FALSE	TRUE	FALSE	FALSE
Juncetum castanei		TRUE	FALSE	FALSE	FALSE	FALSE
Astero bellidiastrum-Kobresietum simpliciusculae		TRUE	FALSE	FALSE	FALSE	FALSE
Oxycocco-Sphagnetea		FALSE	FALSE	FALSE	FALSE	TRUE
Sphagnetalia medii		FALSE	FALSE	FALSE	TRUE	FALSE
Oxycocco-Empetrion hermaphroditi		FALSE	FALSE	TRUE	FALSE	FALSE
Empetro nigri-Sphagnetum fusci		TRUE	FALSE	FALSE	FALSE	FALSE
Scirpo cespitosi-Sphagnetum compacti		TRUE	FALSE	FALSE	FALSE	FALSE
Sphagnion medii		FALSE	FALSE	TRUE	FALSE	FALSE
Ledo palustris-Sphagnetum medii		TRUE	FALSE	FALSE	FALSE	FALSE
Sphagnetum medii		TRUE	FALSE	FALSE	FALSE	FALSE
Scirpetum austriaci		TRUE	FALSE	FALSE	FALSE	FALSE
Pinetum rotundatae		TRUE	FALSE	FALSE	FALSE	FALSE
Utricularietea intermedio-minoris		FALSE	FALSE	FALSE	FALSE	TRUE
Urticularietalia intermedio-minoris		FALSE	FALSE	FALSE	TRUE	FALSE
Scorpidio-Utricularion minoris		FALSE	FALSE	TRUE	FALSE	FALSE
Scorpidio-Utricularietum		TRUE	FALSE	FALSE	FALSE	FALSE
Sparganio minimi-Utricularietum intermediae		TRUE	FALSE	FALSE	FALSE	FALSE
Sphagno-Utricularion		FALSE	FALSE	TRUE	FALSE	FALSE
Sphagnum cuspidatum-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Littorelletea		FALSE	FALSE	FALSE	FALSE	TRUE
Littorelletalia		FALSE	FALSE	FALSE	TRUE	FALSE
Eleocharition acicularis		FALSE	FALSE	TRUE	FALSE	FALSE
Littorello lacustris-Eleocharitetum acicularis		TRUE	FALSE	FALSE	FALSE	FALSE
Deschampsietum rhenanae		TRUE	FALSE	FALSE	FALSE	FALSE
Ranunculo-Juncetum bulbosi		TRUE	FALSE	FALSE	FALSE	FALSE
Sphagno obesi-Sparganietum angustifolii		TRUE	FALSE	FALSE	FALSE	FALSE
Isoeto-Nanojuncetea		FALSE	FALSE	FALSE	FALSE	TRUE
Nanocyperetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Nanocyperion		FALSE	FALSE	TRUE	FALSE	FALSE
Polygono-Heleocharitetum ovatae		TRUE	FALSE	FALSE	FALSE	FALSE
Heleocharito acicularis-Limoselletum aquaticae		TRUE	FALSE	FALSE	FALSE	FALSE
Centunculo-Anthocerotetum punctati		TRUE	FALSE	FALSE	FALSE	FALSE
Scirpo setacei-Stellarietum uliginosae		TRUE	FALSE	FALSE	FALSE	FALSE
Juncetum bufonii		TRUE	FALSE	FALSE	FALSE	FALSE
Glycerio declinatae-Limoselletum aquaticae		TRUE	FALSE	FALSE	FALSE	FALSE
Cyperetum flavescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Samolo-Cyperetum fusci		TRUE	FALSE	FALSE	FALSE	FALSE
Erythraeo-Blackstonietum		TRUE	FALSE	FALSE	FALSE	FALSE
Veronico anagalloidis-Lythretum hyssopifoliae		TRUE	FALSE	FALSE	FALSE	FALSE
Dichostylido michelianae-Gnaphalietum uliginosae		TRUE	FALSE	FALSE	FALSE	FALSE
Cerastio-Ranunculetum sardoi		TRUE	FALSE	FALSE	FALSE	FALSE
Centunculo-Radioletum linoidis		TRUE	FALSE	FALSE	FALSE	FALSE
Cyperus fuscus-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
